Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
40.0,Renan Ribeiro,Goalkeeper,"Mar 23, 1990 ",33,Brazil,Brazil,Ribeirao Preto,"1,93",€250k,,Brazil,,,
,Douglas Borges,Goalkeeper,"Mar 30, 1990 ",33,"Brazil, Italy",Brazil,Franca,"1,88",€150k,,Brazil, Italy,,
,Paulo Vitor,Goalkeeper,"Sep 16, 1990 ",33,Brazil,Brazil,Muriae,"1,91",€100k,,Brazil,,,
,Wellington,Goalkeeper,"Apr 21, 1990 ",33,Brazil,Brazil,Recife,"1,93",€50k,,Brazil,,,
,Alexandre Silva,Goalkeeper,"Sep 5, 1990 ",33,Brazil,Brazil,Maceio,"1,82",-,,Brazil,,,
,Gelson,Goalkeeper,"Jan 17, 1990 ",34,Brazil,Brazil,,,-,,Brazil,,,
,Luiz Carlos,Goalkeeper,"Jul 7, 1990 ",33,Brazil,Brazil,,,-,,Brazil,,,
,Rafael Mariano,Goalkeeper,"Oct 24, 1990 ",33,Brazil,Brazil,Pitangueiras,"1,89",-,,Brazil,,,
12.0,Rafael Pascoal,Goalkeeper,"Sep 2, 1990 ",33,Brazil,Brazil,Taubate,"1,92",-,,Brazil,,,
1.0,Tiago Volpi,Goalkeeper,"Dec 19, 1990 ",33,Brazil,Brazil,Blumenau,"1,89",€1.80m,,Brazil,,,
1.0,Helton Leite,Goalkeeper,"Nov 2, 1990 ",33,"Brazil, Portugal",Brazil,Belo Horizonte,"1,96",€1.20m,,Brazil, Portugal,,
1.0,Rafael Cabral,Goalkeeper,"May 20, 1990 ",33,"Brazil, Portugal",Brazil,Sorocaba,"1,86",€550k,,Brazil, Portugal,,
1.0,Adilson Maringá,Goalkeeper,"Aug 22, 1990 ",33,Brazil,Brazil,Maringa,"1,94",€275k,,Brazil,,,
22.0,Caio Secco,Goalkeeper,"Dec 22, 1990 ",33,"Brazil, Italy",Brazil,Cambe,"1,95",€200k,,Brazil, Italy,,
12.0,Rafael Broetto,Goalkeeper,"Aug 18, 1990 ",33,"Brazil, Portugal",Brazil,Cianorte,"1,96",€125k,,Brazil, Portugal,,
12.0,Léo Vieira,Goalkeeper,"Sep 22, 1990 ",33,Brazil,Brazil,Suzano,"1,93",€100k,,Brazil,,,
,Anderson,Goalkeeper,"Apr 24, 1990 ",33,Brazil,Brazil,Chapeco,"1,86",-,,Brazil,,,
,Simão,Goalkeeper,"Mar 29, 1990 ",33,Brazil,Brazil,Goias,"1,90",-,,Brazil,,,
,Moisés,Goalkeeper,"Jul 9, 1990 ",33,Brazil,Brazil,,,-,,Brazil,,,
,Danilo,Goalkeeper,"Apr 27, 1990 ",33,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Filipão,Goalkeeper,"Apr 3, 1990 ",33,Brazil,Brazil,,"1,95",-,,Brazil,,,
,Fernando,Goalkeeper,"Oct 29, 1990 ",33,Brazil,Brazil,Ubatuba,"1,86",-,,Brazil,,,
22.0,Raphael,Goalkeeper,"Jun 7, 1990 ",33,Brazil,Brazil,Bauru,"1,89",-,,Brazil,,,
12.0,Cléber Santana,Goalkeeper,"May 26, 1990 ",33,Brazil,Brazil,Salvador,"1,93",-,,Brazil,,,
,Rafael Roballo,Goalkeeper,"Feb 11, 1990 ",34,Brazil,Brazil,Curitiba,"1,94",-,,Brazil,,,
1.0,Ruan Carneiro,Goalkeeper,"Mar 28, 1990 ",33,Brazil,Brazil,Balsas,"1,95",-,,Brazil,,,
,Diego Lima,Goalkeeper,"Jun 18, 1990 ",33,Brazil,Brazil,Rio de Janeiro,"1,84",-,,Brazil,,,
,Zé Filho,Goalkeeper,"Aug 4, 1990 ",33,Brazil,Brazil,Piaui,,-,,Brazil,,,
1.0,Thomazella,Goalkeeper,"Aug 15, 1990 ",33,"Brazil, Italy",Brazil,Botucatu,"1,92",-,,Brazil, Italy,,
,Rubão,Goalkeeper,"Apr 10, 1990 ",33,Brazil,Brazil,Sao Caetano do Sul,"1,93",-,,Brazil,,,
,Aurélien Hérisson,Goalkeeper,"Feb 17, 1990 ",34,"France, Brazil",Brazil,Campina Grande,"1,87",-,,France, Brazil,,
,Roberto,Goalkeeper,"Jan 29, 1990 ",34,Brazil,Brazil,Cornelio Procopio,"1,85",-,,Brazil,,,
,Waldson,Goalkeeper,"May 12, 1990 ",33,Brazil,Brazil,Salvador,"1,86",-,,Brazil,,,
,Cestaro,Goalkeeper,"Jan 23, 1990 ",34,Brazil,Brazil,Rio de Janeiro,"1,92",-,,Brazil,,,
,André Dias,Goalkeeper,"Jan 6, 1990 ",34,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Júnior Oliveira,Goalkeeper,"Jan 2, 1990 ",34,Brazil,Brazil,Cabo Frio,"1,97",-,,Brazil,,,
,Marcelo Henrique,Goalkeeper,"Jul 8, 1990 ",33,Brazil,Brazil,Ribeirao Preto,"1,88",-,,Brazil,,,
,Cris,Goalkeeper,"Dec 17, 1990 ",33,Brazil,Brazil,Uniao dos Palmares,"1,90",-,,Brazil,,,
,Neguete,Goalkeeper,"Mar 6, 1990 ",34,Brazil,Brazil,Belo Horizonte,"1,96",-,,Brazil,,,
,William,Goalkeeper,"May 31, 1990 ",33,Brazil,Brazil,Passo Fundo,"1,92",-,,Brazil,,,
,Yuri,Goalkeeper,"Jan 6, 1990 ",34,Brazil,Brazil,Natal,"1,87",-,,Brazil,,,
,Thiago,Goalkeeper,"Jul 19, 1990 ",33,Brazil,Brazil,Maceio,"1,87",-,,Brazil,,,
,Carlos Lulio,Goalkeeper,"Oct 22, 1990 ",33,Brazil,Brazil,Matao,"1,91",-,,Brazil,,,
,Victor Golas,Goalkeeper,"Dec 27, 1990 ",33,"Brazil, Poland",Brazil,Arapongas,"1,93",-,,Brazil, Poland,,
,Adilson Santos,Goalkeeper,"Jan 24, 1990 ",34,Brazil,Brazil,Itaporanga da Ajuda,"1,89",-,,Brazil,,,
12.0,Lúcio,Goalkeeper,"Apr 18, 1990 ",33,Brazil,Brazil,Taubate,"1,87",-,,Brazil,,,
,Renan,Goalkeeper,"Dec 12, 1990 ",33,Brazil,Brazil,Nova Trento,"1,92",-,,Brazil,,,
,Carlão,Goalkeeper,"Aug 14, 1990 ",33,Brazil,Brazil,Porto Lucena,"1,87",-,,Brazil,,,
,Fabio,Goalkeeper,"May 11, 1990 ",33,"Brazil, Poland",Brazil,Osasco,"1,96",-,,Brazil, Poland,,
18.0,Jhonatan,Goalkeeper,"May 8, 1991 ",32,Brazil,Brazil,Sao Miguel do Oeste,"1,90",€800k,,Brazil,,,
30.0,Mauricio Kozlinski,Goalkeeper,"Jun 18, 1991 ",32,Brazil,Brazil,Antonio Olinto,"1,91",€350k,,Brazil,,,
14.0,Rafael Martins,Goalkeeper,"Nov 29, 1991 ",32,Brazil,Brazil,Pariquera-Acu,"1,90",€300k,,Brazil,,,
,Jefferson Paulino,Goalkeeper,"Nov 15, 1991 ",32,Brazil,Brazil,Sao Paulo,"1,85",€200k,,Brazil,,,
,Deivity,Goalkeeper,"Mar 26, 1991 ",32,Brazil,Brazil,Porto Alegre,"1,90",€50k,,Brazil,,,
,Edmar,Goalkeeper,"Sep 22, 1991 ",32,Brazil,Brazil,,,-,,Brazil,,,
,Anderson Testa,Goalkeeper,"Jan 10, 1991 ",33,Brazil,Brazil,Guarapuava,"1,94",-,,Brazil,,,
,Paulo Roberto,Goalkeeper,"Mar 3, 1991 ",33,Brazil,Brazil,Para,"1,83",-,,Brazil,,,
,Babau,Goalkeeper,"Jul 5, 1991 ",32,Brazil,Brazil,Acre,"1,80",-,,Brazil,,,
,Paulo Vitor,Goalkeeper,"Jan 17, 1991 ",33,Brazil,Brazil,,"1,92",-,,Brazil,,,
,Júnior Alves,Goalkeeper,"Jun 16, 1991 ",32,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Paulo Silva,Goalkeeper,"Mar 18, 1991 ",32,Brazil,Brazil,Sao Paulo,"1,94",-,,Brazil,,,
,Gustavo,Goalkeeper,"Jun 14, 1991 ",32,Brazil,Brazil,,"1,90",-,,Brazil,,,
1.0,Vaná Alves,Goalkeeper,"Apr 25, 1991 ",32,"Brazil, Portugal",Brazil,Planaltina,"1,94",€450k,,Brazil, Portugal,,
30.0,Bruno Brígido,Goalkeeper,"Mar 9, 1991 ",33,Brazil,Brazil,Criciuma,"1,87",€300k,,Brazil,,,
1.0,Richard,Goalkeeper,"Mar 1, 1991 ",33,Brazil,Brazil,Sao Paulo,"1,86",€250k,,Brazil,,,
,Pegorari,Goalkeeper,"Jul 12, 1991 ",32,Brazil,Brazil,Americana,"1,92",€200k,,Brazil,,,
31.0,Tom,Goalkeeper,"Oct 30, 1991 ",32,Brazil,Brazil,Aracaju,"1,96",€10k,,Brazil,,,
,Jeferson Reis,Goalkeeper,"Nov 30, 1991 ",32,Brazil,Brazil,,,-,,Brazil,,,
,Leonardo Unamuzaga,Goalkeeper,"Mar 23, 1991 ",32,Brazil,Brazil,,,-,,Brazil,,,
,Jonathan,Goalkeeper,"May 11, 1991 ",32,Brazil,Brazil,Belford Roxo,"1,96",-,,Brazil,,,
,Michel Oliveira,Goalkeeper,"Jul 21, 1991 ",32,Brazil,Brazil,Imperatriz,"1,87",-,,Brazil,,,
,Wendel,Goalkeeper,"Dec 30, 1991 ",32,Brazil,Brazil,Sao Paulo,"2,01",-,,Brazil,,,
,Leandro,Goalkeeper,"May 2, 1991 ",32,Brazil,Brazil,Sao Vicente,"1,88",-,,Brazil,,,
,Andrade,Goalkeeper,"May 23, 1991 ",32,Brazil,Brazil,Aracaju,"1,92",-,,Brazil,,,
,João Guilherme,Goalkeeper,"Nov 8, 1991 ",32,Brazil,Brazil,Ribeirao Preto,"1,88",-,,Brazil,,,
,Ricardo Luiz,Goalkeeper,"Mar 6, 1991 ",33,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Gott,Goalkeeper,"Jan 16, 1991 ",33,Brazil,Brazil,Tres Passos,"2,04",-,,Brazil,,,
,Leo Pinheiro,Goalkeeper,"Jan 27, 1991 ",33,"Brazil, Portugal",Brazil,Curitiba,"1,92",-,,Brazil, Portugal,,
,Léo,Goalkeeper,"May 4, 1991 ",32,Brazil,Brazil,Recife,"1,89",-,,Brazil,,,
,Axel,Goalkeeper,"Jul 18, 1991","Jul 18, 1991",Brazil,Brazil,Guara,"1,91",-,,Brazil,,,
,João Vítor,Goalkeeper,"Jun 14, 1991 ",32,Brazil,Brazil,Araraquara,"1,90",-,,Brazil,,,
,Guilherme,Goalkeeper,"May 8, 1991 ",32,Brazil,Brazil,Novo Hamburgo,"1,87",-,,Brazil,,,
,Bruno Colaço,Goalkeeper,"May 4, 1991 ",32,Brazil,Brazil,Presidente Prudente,"1,87",-,,Brazil,,,
,Paulo Rafael,Goalkeeper,"Nov 22, 1991 ",32,Brazil,Brazil,Belem,"1,86",-,,Brazil,,,
,George,Goalkeeper,"Mar 2, 1991 ",33,Brazil,Brazil,Contagem,"1,95",-,,Brazil,,,
,Vinicius Belenzier,Goalkeeper,"Aug 4, 1991 ",32,"Italy, Brazil",Brazil,,,-,,Italy, Brazil,,
,Aleks,Goalkeeper,"Feb 20, 1991 ",33,Brazil,Brazil,Curitiba,"1,93",-,,Brazil,,,
,Paulo Gianezini,Goalkeeper,"Apr 11, 1991 ",32,Brazil,Brazil,Encantado,"1,86",-,,Brazil,,,
1.0,Edson Mardden,Goalkeeper,"Dec 12, 1991 ",32,Brazil,Brazil,Combinado,"1,90",-,,Brazil,,,
,Conrado,Goalkeeper,"Jan 8, 1991 ",33,Brazil,Brazil,Rio de Janeiro,"1,89",-,,Brazil,,,
,Edson Kölln,Goalkeeper,"Jun 19, 1991 ",32,Brazil,Brazil,Maravilha,"1,95",-,,Brazil,,,
,Jordan,Goalkeeper,"Aug 31, 1991 ",32,Brazil,Brazil,Divinopolis,"1,86",-,,Brazil,,,
,Rafael Copetti,Goalkeeper,"Apr 4, 1991 ",32,"Brazil, Italy",Brazil,Chapeco,"1,93",-,,Brazil, Italy,,
,Emanuel,Goalkeeper,"Dec 9, 1991 ",32,Brazil,Brazil,Capao Bonito,"1,87",-,,Brazil,,,
,Felipe,Goalkeeper,"Nov 13, 1991 ",32,Brazil,Brazil,Vinhedo,"1,87",-,,Brazil,,,
,Danilo Morais,Goalkeeper,"Feb 14, 1991 ",33,Brazil,Brazil,Sao Paulo,"1,93",-,,Brazil,,,
,Douglas Pires,Goalkeeper,"Jan 30, 1991 ",33,Brazil,Brazil,Jatai,"1,95",-,,Brazil,,,
,Vinicius,Goalkeeper,"Jan 9, 1991 ",33,Brazil,Brazil,Auriflama,,-,,Brazil,,,
,Borges,Goalkeeper,"Jan 31, 1991 ",33,Brazil,Brazil,Sao Paulo,"1,89",-,,Brazil,,,
1.0,Lucas,Goalkeeper,"Jun 6, 1991 ",32,"Brazil, Italy",Brazil,Curitiba,"1,93",-,,Brazil, Italy,,
,Reynaldo,Goalkeeper,"Mar 12, 1991 ",33,Brazil,Brazil,Santa Rita do Passa Quatro,"1,89",-,,Brazil,,,
,Thiago Régis,Goalkeeper,"Sep 27, 1991 ",32,Brazil,Brazil,Nova Serrana,"1,84",-,,Brazil,,,
1.0,Milton Raphael,Goalkeeper,"May 11, 1991 ",32,Brazil,Brazil,Volta Redonda,"1,90",-,,Brazil,,,
,Vinicius Concon,Goalkeeper,"Apr 8, 1991 ",32,Brazil,Brazil,Campinas,"1,91",-,,Brazil,,,
,Daniel Júnior,Goalkeeper,"Mar 11, 1991 ",33,Brazil,Brazil,Sao Paulo,"1,88",-,,Brazil,,,
,Rodolfo,Goalkeeper,"Mar 19, 1991 ",32,Brazil,Brazil,Santos,"1,89",-,,Brazil,,,
,Jefferson Leonardo Trazzi,Goalkeeper,"Mar 30, 1991 ",32,"Italy, Brazil",Brazil,Atalaia,"1,87",-,,Italy, Brazil,,
1.0,Alisson,Goalkeeper,"Oct 2, 1992 ",31,Brazil,Brazil,Novo Hamburgo,"1,93",€32.00m,,Brazil,,,
,Tadeu,Goalkeeper,"Feb 4, 1992 ",32,Brazil,Brazil,Joaquim Tavora,"1,84",€1.70m,,Brazil,,,
1.0,Victor Braga,Goalkeeper,"Feb 17, 1992 ",32,"Brazil, Portugal",Brazil,Salvador,"1,93",€600k,,Brazil, Portugal,,
,Mateus Pasinato,Goalkeeper,"Jun 28, 1992 ",31,"Brazil, Italy",Brazil,Concordia,"1,92",€300k,,Brazil, Italy,,
,Victor Souza,Goalkeeper,"Aug 31, 1992 ",31,Brazil,Brazil,Sao Paulo,"1,91",€150k,,Brazil,,,
1.0,César,Goalkeeper,"Jan 27, 1992 ",32,"Brazil, Portugal",Brazil,Rio de Janeiro,"1,92",€100k,,Brazil, Portugal,,
,Pablo,Goalkeeper,"Sep 4, 1992 ",31,Brazil,Brazil,Monte Carmelo,"1,92",-,,Brazil,,,
,Filipe,Goalkeeper,"Jan 16, 1992 ",32,Brazil,Brazil,Xique Xique,"1,86",-,,Brazil,,,
,Marcão,Goalkeeper,"Nov 18, 1992 ",31,Brazil,Brazil,,"1,98",-,,Brazil,,,
,Zé Augusto,Goalkeeper,"Dec 18, 1992 ",31,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Rogger,Goalkeeper,"Feb 7, 1992 ",32,Brazil,Brazil,,,-,,Brazil,,,
,Marcelo Mercuri,Goalkeeper,"May 29, 1992 ",31,"Brazil, France",Brazil,Sao Paulo,"1,87",-,,Brazil, France,,
,Pereira,Goalkeeper,"Apr 20, 1992 ",31,Brazil,Brazil,Brasilia,"1,88",-,,Brazil,,,
1.0,Matheus,Goalkeeper,"Mar 29, 1992 ",31,"Brazil, Portugal",Brazil,Belo Horizonte,"1,90",€6.00m,,Brazil, Portugal,,
1.0,Gabriel,Goalkeeper,"Sep 27, 1992 ",31,Brazil,Brazil,Unai,"1,94",€1.00m,,Brazil,,,
35.0,Neto Volpi,Goalkeeper,"Aug 1, 1992 ",31,Brazil,Brazil,Florianopolis,"1,90",€600k,,Brazil,,,
25.0,Tony Batista,Goalkeeper,"Sep 25, 1992 ",31,Brazil,Brazil,Rio Verde,"1,94",€250k,,Brazil,,,
,Carlos Eduardo,Goalkeeper,"Feb 24, 1992 ",32,Brazil,Brazil,Porto Alegre,"1,92",€100k,,Brazil,,,
22.0,Léo Navacchio,Goalkeeper,"Dec 28, 1992 ",31,"Brazil, Italy",Brazil,Piacatu,"1,92",€75k,,Brazil, Italy,,
33.0,Rhuan Jesus,Goalkeeper,"May 18, 1992 ",31,Brazil,Brazil,,"1,88",-,,Brazil,,,
,Fernando Cunha,Goalkeeper,"Mar 21, 1992 ",31,Brazil,Brazil,Rio de Janeiro,"1,83",-,,Brazil,,,
,Casquinha,Goalkeeper,"Aug 9, 1992 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Paulo Henrique,Goalkeeper,"Dec 8, 1992 ",31,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Axel,Goalkeeper,"Aug 3, 1992 ",31,Brazil,Brazil,Sao Leopoldo,"1,90",-,,Brazil,,,
,Douglas Henrique,Goalkeeper,"May 15, 1992 ",31,Brazil,Brazil,Rio de Janeiro,"1,90",-,,Brazil,,,
,Andrei,Goalkeeper,"Nov 25, 1992 ",31,Brazil,Brazil,,"1,87",-,,Brazil,,,
12.0,Fabrício,Goalkeeper,"Aug 5, 1992 ",31,Brazil,Brazil,Goias,"1,88",-,,Brazil,,,
,Rômulo,Goalkeeper,"Nov 27, 1992 ",31,Brazil,Brazil,Sao Luis,"1,89",-,,Brazil,,,
,Cleriston,Goalkeeper,"Feb 20, 1992 ",32,Brazil,Brazil,Araraquara,"1,85",-,,Brazil,,,
,Solano,Goalkeeper,"Jun 13, 1992 ",31,Brazil,Brazil,Sao Luis,,-,,Brazil,,,
,Henrique,Goalkeeper,"Jan 19, 1992 ",32,Brazil,Brazil,Rio de Janeiro,,-,,Brazil,,,
,Otávio Guariente,Goalkeeper,"Nov 16, 1992 ",31,Brazil,Brazil,Caboji,"1,88",-,,Brazil,,,
,Alexandre Cajuru,Goalkeeper,"Jul 12, 1992 ",31,"Brazil, Italy",Brazil,Ribeirao Preto,"1,90",-,,Brazil, Italy,,
33.0,Leandro Turossi,Goalkeeper,"Feb 3, 1992 ",32,"Brazil, Portugal",Brazil,Ararangua,"1,91",-,,Brazil, Portugal,,
,Paulo Victor,Goalkeeper,"May 11, 1992 ",31,Brazil,Brazil,Belem,"1,86",-,,Brazil,,,
,Follmann,Goalkeeper,"Mar 14, 1992 ",31,Brazil,Brazil,Santa Rosa,"1,86",-,,Brazil,,,
,Jerfesson,Goalkeeper,"Mar 12, 1992 ",32,Brazil,Brazil,Estancia,"1,87",-,,Brazil,,,
,Renan Rinaldi,Goalkeeper,"Dec 28, 1992 ",31,Brazil,Brazil,Braco do Norte,"1,92",-,,Brazil,,,
,Rafael Pin,Goalkeeper,"Aug 12, 1992 ",31,Brazil,Brazil,Sao Jose do Rio Preto,"1,86",-,,Brazil,,,
,Felipe Lacerda,Goalkeeper,"Jun 12, 1992 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Jonathan,Goalkeeper,"May 31, 1992 ",31,Brazil,Brazil,Alvaraes,"1,90",-,,Brazil,,,
,Luciano Alves,Goalkeeper,"Feb 11, 1992 ",32,Brazil,Brazil,Duque de Caxias,"1,90",-,,Brazil,,,
,Luiz Felipe,Goalkeeper,"Apr 14, 1992 ",31,Brazil,Brazil,,"1,88",-,,Brazil,,,
92.0,Raphael Mello,Goalkeeper,"Jul 22, 1992 ",31,"Brazil, Portugal",Brazil,Niteroi,"1,89",-,,Brazil, Portugal,,
,Erivelton,Goalkeeper,"Oct 16, 1992 ",31,Brazil,Brazil,Vargem Grande do Sul,"1,89",-,,Brazil,,,
,Jean,Goalkeeper,"Apr 28, 1992 ",31,Brazil,Brazil,Paco do Lumiar,"1,94",-,,Brazil,,,
,Gustavo Vanin,Goalkeeper,"Mar 18, 1992 ",31,Brazil,Brazil,,"1,88",-,,Brazil,,,
,Gustavo,Goalkeeper,"Jan 28, 1992 ",32,Brazil,Brazil,Sao Paulo,"1,86",-,,Brazil,,,
,João Gabriel,Goalkeeper,"Mar 22, 1992 ",31,Brazil,Brazil,Aracaju,"1,90",-,,Brazil,,,
,Matheus Inácio,Goalkeeper,"Apr 24, 1992 ",31,Brazil,Brazil,Mairinque,"1,91",-,,Brazil,,,
,Léo,Goalkeeper,"Jan 7, 1992 ",32,Brazil,Brazil,Araras,"1,88",-,,Brazil,,,
,Douglas Lima,Goalkeeper,"Aug 26, 1992 ",31,Brazil,Brazil,Salvador,"1,93",-,,Brazil,,,
,Vitor Prada,Goalkeeper,"Aug 4, 1992 ",31,Brazil,Brazil,Nova Trento,"1,90",-,,Brazil,,,
,Vitor,Goalkeeper,"Jul 24, 1992 ",31,Brazil,Brazil,Matao,"1,86",-,,Brazil,,,
,Gauther,Goalkeeper,"Jan 24, 1992 ",32,Brazil,Brazil,Santa Barbara d'Oeste,"1,94",-,,Brazil,,,
,Paulo Sérgio,Goalkeeper,"Mar 3, 1992 ",32,Brazil,Brazil,,"1,91",-,,Brazil,,,
,Jociel Henrique,Goalkeeper,"Jan 27, 1992 ",32,Brazil,Brazil,,"1,92",-,,Brazil,,,
,Bernardo,Goalkeeper,"Jul 1, 1992 ",31,Brazil,Brazil,Belo Horizonte,"1,91",-,,Brazil,,,
,Vinicius,Goalkeeper,"Jan 23, 1992 ",32,Brazil,Brazil,Americana,"1,96",-,,Brazil,,,
,Elvis Gabriell,Goalkeeper,"Mar 4, 1992 ",32,Brazil,Brazil,Horizonte,"1,86",-,,Brazil,,,
,Guilherme,Goalkeeper,"Oct 21, 1992 ",31,Brazil,Brazil,Braco do Norte,"1,92",-,,Brazil,,,
,Luís Guilherme,Goalkeeper,"Jun 4, 1992 ",31,Brazil,Brazil,Rio de Janeiro,"1,85",-,,Brazil,,,
,Rudimar,Goalkeeper,"May 25, 1992 ",31,Brazil,Brazil,Santa Catarina,"1,94",-,,Brazil,,,
,Westerlly,Goalkeeper,"Jun 20, 1992 ",31,Brazil,Brazil,Fortaleza,"1,88",-,,Brazil,,,
,Daniel,Goalkeeper,"Oct 22, 1992 ",31,Brazil,Brazil,Catanduva,,-,,Brazil,,,
,Wallace,Goalkeeper,"Apr 14, 1992 ",31,Brazil,Brazil,Goiania,"1,83",-,,Brazil,,,
,Ruan,Goalkeeper,"Jan 15, 1992 ",32,Brazil,Brazil,Itaparica,"1,95",-,,Brazil,,,
,Paulo Victor,Goalkeeper,"Apr 21, 1992 ",31,"Brazil, Italy",Brazil,Ribeirao Preto,"1,90",-,,Brazil, Italy,,
,Wendell,Goalkeeper,"Sep 8, 1992 ",31,Brazil,Brazil,Curitiba,"1,93",-,,Brazil,,,
,David,Goalkeeper,"Jan 29, 1992 ",32,Brazil,Brazil,Sobradinho,"1,90",-,,Brazil,,,
12.0,Marcão,Goalkeeper,"Mar 6, 1992 ",32,Brazil,Brazil,Itabuna,"1,95",-,,Brazil,,,
,Ramon,Goalkeeper,"Sep 2, 1992 ",31,Brazil,Brazil,Taguatinga,,-,,Brazil,,,
,André Ferlini,Goalkeeper,"Feb 6, 1992 ",32,Brazil,Brazil,Votuporanga,"1,96",-,,Brazil,,,
31.0,Ederson,Goalkeeper,"Aug 17, 1993 ",30,"Brazil, Portugal",Brazil,Osasco,"1,88",€40.00m,,Brazil, Portugal,,
,Jordi,Goalkeeper,"Sep 3, 1993 ",30,Brazil,Brazil,Rio de Janeiro,"1,92",€600k,,Brazil,,,
93.0,Jandrei,Goalkeeper,"Mar 1, 1993 ",31,"Brazil, Italy",Brazil,Itaqui,"1,86",€500k,,Brazil, Italy,,
,Gustavo,Goalkeeper,"Mar 10, 1993 ",31,Brazil,Brazil,Colatina,"1,87",€450k,,Brazil,,,
1.0,Luiz Daniel,Goalkeeper,"Mar 29, 1993 ",30,Brazil,Brazil,Jupi,"1,86",€250k,,Brazil,,,
1.0,Gabriel Gasparotto,Goalkeeper,"Dec 9, 1993 ",30,"Brazil, Italy",Brazil,Lucelia,"1,96",€50k,,Brazil, Italy,,
,William Galizo,Goalkeeper,"Mar 9, 1993 ",31,Brazil,Brazil,Salto,"1,88",-,,Brazil,,,
,Edson Muniz,Goalkeeper,"Jan 26, 1993 ",31,Brazil,Brazil,Joao Pessoa,"1,87",-,,Brazil,,,
93.0,Geilson,Goalkeeper,"Jul 22, 1993 ",30,Brazil,Brazil,Pindoretama,"1,90",-,,Brazil,,,
,Igor,Goalkeeper,"Oct 15, 1993 ",30,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Pablo,Goalkeeper,"Feb 5, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Victor Almeida,Goalkeeper,"Feb 4, 1993 ",31,Brazil,Brazil,Rio de Janeiro,"1,85",-,,Brazil,,,
,Felipe,Goalkeeper,"Aug 11, 1993 ",30,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Ricardo Friedrich,Goalkeeper,"Feb 18, 1993 ",31,"Brazil, Germany",Brazil,Candelaria,"1,88",€800k,,Brazil, Germany,,
23.0,Max Walef,Goalkeeper,"Oct 23, 1993 ",30,Brazil,Brazil,Teresina,"1,86",€500k,,Brazil,,,
1.0,Matheus Vidotto,Goalkeeper,"Apr 10, 1993 ",30,"Brazil, Italy",Brazil,Sao Paulo,"1,90",€500k,,Brazil, Italy,,
,Luan Polli,Goalkeeper,"Apr 6, 1993 ",30,"Brazil, Italy",Brazil,Meleiro,"1,88",€300k,,Brazil, Italy,,
93.0,Simão,Goalkeeper,"Jul 2, 1993 ",30,Brazil,Brazil,Antonio Prado,"1,87",€100k,,Brazil,,,
66.0,Otávio Passos,Goalkeeper,"Jan 21, 1993 ",31,Brazil,Brazil,Florianopolis,"1,88",€50k,,Brazil,,,
,Katê,Goalkeeper,"Jan 16, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Leandro,Goalkeeper,"Dec 24, 1993 ",30,Brazil,Brazil,Muriae,"1,94",-,,Brazil,,,
,Railson,Goalkeeper,"Feb 17, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Gustavo,Goalkeeper,"Apr 17, 1993 ",30,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Charles,Goalkeeper,"Mar 14, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,Guilherme,Goalkeeper,"Feb 23, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Wadson,Goalkeeper,"May 6, 1993 ",30,Brazil,Brazil,,"1,93",-,,Brazil,,,
,Romario,Goalkeeper,"Aug 2, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,César Tanaka,Goalkeeper,"May 31, 1993 ",30,"Brazil, Japan",Brazil,Sao Paulo,"1,83",-,,Brazil, Japan,,
,João Lucas,Goalkeeper,"Sep 15, 1993 ",30,Brazil,Brazil,Campinas,"1,86",-,,Brazil,,,
,Caio Borges,Goalkeeper,"Jul 19, 1993 ",30,Brazil,Brazil,Rio de Janeiro,"1,84",-,,Brazil,,,
,Harrison,Goalkeeper,"Aug 18, 1993 ",30,Brazil,Brazil,Sao Mateus,"1,95",-,,Brazil,,,
,Cleysson,Goalkeeper,"May 13, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,Edson,Goalkeeper,"Aug 31, 1993 ",30,Brazil,Brazil,Puxinana,"1,87",-,,Brazil,,,
12.0,Vinicius Gobetti,Goalkeeper,"Feb 10, 1993 ",31,Brazil,Brazil,,"1,80",-,,Brazil,,,
,Bruno Miranda,Goalkeeper,"Jul 1, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
