Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Luís,Goalkeeper,"Nov 10, 1993 ",30,Portugal,Portugal,Porto,,"1,90",,,Portugal,,,
,João Cardoso,Goalkeeper,"Dec 22, 1993 ",30,Portugal,Portugal,Lisboa,,"1,86",,,Portugal,,,
,José Marçal,Goalkeeper,"Aug 20, 1993 ",30,Portugal,Portugal,Fafe,,"1,86",,,Portugal,,,
16.0,Tiago Pinto,Goalkeeper,"Apr 16, 1993 ",30,Portugal,Portugal,Senhora da Hora,,"1,83",,,Portugal,,,
,Fábio Oliveira,Goalkeeper,"Sep 1, 1993 ",30,Portugal,Portugal,Oliveira de Azemeis,,"1,87",,,Portugal,,,
,Marcelo Torres,Goalkeeper,"Mar 10, 1993 ",31,Portugal,Portugal,Santo Tirso,,"1,78",,,Portugal,,,
,Elói,Goalkeeper,"Mar 9, 1993 ",31,Portugal,Portugal,Covilha,LB   LM,"1,83",,,Portugal,,,
77.0,José Chastre,Goalkeeper,"Feb 11, 1993 ",31,Portugal,Portugal,Matosinhos,,"1,85",,,Portugal,,,
,Ricardo Pinto,Goalkeeper,"Jun 12, 1993 ",30,Portugal,Portugal,Matosinhos,,"1,83",,,Portugal,,,
1.0,André Preto,Goalkeeper,"Apr 18, 1993 ",30,Portugal,Portugal,Guimaraes,,"1,80",,,Portugal,,,
,Luís Barros,Goalkeeper,"Sep 27, 1993 ",30,Portugal,Portugal,Frazao,,"1,83",,,Portugal,,,
12.0,Pedro Carvalho,Goalkeeper,"Aug 12, 1993 ",30,Portugal,Portugal,Cascais,,"1,88",,,Portugal,,,
1.0,Rafael Veloso,Goalkeeper,"Nov 3, 1993 ",30,"Portugal, Spain",Portugal,Lourinha,,"1,92",,,Portugal, Spain,,
13.0,Rui Silva,Goalkeeper,"Feb 7, 1994 ",30,Portugal,Portugal,Maia,,"1,91",,,Portugal,,,
16.0,Miguel Oliveira,Goalkeeper,"May 25, 1994 ",29,Portugal,Portugal,Guimaraes,,"1,96",,,Portugal,,,
1.0,Rui Dabó,Goalkeeper,"Oct 5, 1994 ",29,"Guinea-Bissau, Portugal",Portugal,Setubal,,"1,90",,,Guinea-Bissau, Portugal,,
97.0,Ivan Dias,Goalkeeper,"Sep 7, 1994 ",29,Portugal,Portugal,Sintra,,"1,82",,,Portugal,,,
12.0,Ricky Costa,Goalkeeper,"Jun 15, 1994 ",29,Portugal,Portugal,Angra do Heroismo,,"1,80",,,Portugal,,,
,João Cruz,Goalkeeper,"Apr 2, 1994 ",30,Portugal,Portugal,Coimbra,,"1,84",,,Portugal,,,
16.0,Postiga,Goalkeeper,"Aug 7, 1994 ",29,Portugal,Portugal,Penafiel,,"1,82",,,Portugal,,,
,Luís Pedro,Goalkeeper,"Mar 26, 1994 ",30,Portugal,Portugal,Coimbra,,"1,82",,,Portugal,,,
13.0,Jorge Costa,Goalkeeper,"Nov 2, 1994 ",29,Portugal,Portugal,,,"1,87",,,Portugal,,,
,Ricardo Ribeiro Pereira,Goalkeeper,"Dec 25, 1994 ",29,Portugal,Portugal,Pedraca,,,,,Portugal,,,
,Bruno Monteiro,Goalkeeper,"Apr 3, 1994 ",30,Portugal,Portugal,,,"1,80",,,Portugal,,,
,Gina,Goalkeeper,"Sep 17, 1994 ",29,Portugal,Portugal,Felgueiras,,"1,88",,,Portugal,,,
1.0,Gonçalo Nunes,Goalkeeper,"Oct 1, 1994 ",29,Portugal,Portugal,Salvaterra de Magos,,,,,Portugal,,,
14.0,Bruno Varela,Goalkeeper,"Nov 4, 1994 ",29,"Cape Verde, Portugal",Portugal,Lisboa,,"1,91",,,Cape Verde, Portugal,,
12.0,Ricardo Fernandes,Goalkeeper,"Oct 28, 1994 ",29,Portugal,Portugal,Oliveira do Bairro,,"1,93",,,Portugal,,,
30.0,Rui Nibra,Goalkeeper,"Jan 22, 1994 ",30,Portugal,Portugal,Esposende,,"1,87",,,Portugal,,,
12.0,Rúben Gonçalves,Goalkeeper,"Jan 17, 1994 ",30,Portugal,Portugal,Lisboa,,"1,80",,,Portugal,,,
12.0,João Neto,Goalkeeper,"May 2, 1994 ",29,Portugal,Portugal,Cantanhede,,"1,87",,,Portugal,,,
1.0,Rui Santos,Goalkeeper,"Jan 3, 1994 ",30,Portugal,Portugal,Angra,,"1,95",,,Portugal,,,
1.0,Rui Peta,Goalkeeper,"Apr 12, 1994 ",29,Portugal,Portugal,Beja,,,,,Portugal,,,
13.0,Gonçalo Toste,Goalkeeper,"May 14, 1994 ",29,Portugal,Portugal,Terceira,,"1,78",,,Portugal,,,
,Zé Pedro,Goalkeeper,"Aug 6, 1994 ",29,Portugal,Portugal,Matosinhos,,"1,87",,,Portugal,,,
1.0,André Lima,Goalkeeper,"Jul 1, 1994 ",29,Portugal,Portugal,Vila Nova de Gaia,,"1,85",,,Portugal,,,
,Cristiano,Goalkeeper,"May 15, 1994 ",29,Portugal,Portugal,Paredes,,"1,84",,,Portugal,,,
,Nuno Vieira,Goalkeeper,"Nov 16, 1994 ",29,Portugal,Portugal,Ponta Delgada,,"1,79",,,Portugal,,,
,Gui,Goalkeeper,"Jan 23, 1994 ",30,Portugal,Portugal,Ponte de Sor,,,,,Portugal,,,
,Ricardo Teixeira,Goalkeeper,"Aug 15, 1994 ",29,Portugal,Portugal,Viseu,,"1,84",,,Portugal,,,
,Nuno Castro,Goalkeeper,"Dec 8, 1994 ",29,Portugal,Portugal,Viana do Castelo,,"1,90",,,Portugal,,,
,Raphael Cruz,Goalkeeper,"Aug 20, 1994 ",29,Portugal,Portugal,Loures,,"1,82",,,Portugal,,,
,Gonçalo Ferreira,Goalkeeper,"Jul 23, 1994 ",29,Portugal,Portugal,Lisboa,,"1,82",,,Portugal,,,
27.0,Ulric Cremers,Goalkeeper,"Dec 19, 1994 ",29,"France, Portugal",Portugal,Porto,,,,,France, Portugal,,
,Luís Pinto,Goalkeeper,"Apr 29, 1994 ",29,Portugal,Portugal,Felgueiras,,"1,86",,,Portugal,,,
,João Manuel,Goalkeeper,"May 28, 1994 ",29,Portugal,Portugal,Linda-a-Velha,,"1,82",,,Portugal,,,
1.0,Paulo Freitas,Goalkeeper,"Aug 26, 1994 ",29,Portugal,Portugal,Pacos de Ferreira,,"1,81",,,Portugal,,,
13.0,Miguel Santos,Goalkeeper,"Oct 21, 1994 ",29,Portugal,Portugal,Oeiras,,"1,93",,,Portugal,,,
33.0,José Costa,Goalkeeper,"Apr 9, 1994 ",29,Portugal,Portugal,Oliveira do Bairro,,"1,87",,,Portugal,,,
,Batista,Goalkeeper,"Sep 30, 1994 ",29,Portugal,Portugal,Funchal,,"1,82",,,Portugal,,,
70.0,Nélson Pinhão,Goalkeeper,"Jan 10, 1994 ",30,Portugal,Portugal,Vila Franca de Xira,,"1,80",,,Portugal,,,
,João Folgado,Goalkeeper,"May 23, 1994 ",29,Portugal,Portugal,Castelo Branco,,"1,86",,,Portugal,,,
1.0,Paulo Jorge,Goalkeeper,"Nov 27, 1994 ",29,Portugal,Portugal,Povoa do Lanhoso,,"1,85",,,Portugal,,,
,Marcos Pereira,Goalkeeper,"Feb 13, 1994 ",30,Portugal,Portugal,Cascais,,"1,85",,,Portugal,,,
24.0,Lionel Santos,Goalkeeper,"Mar 19, 1994 ",30,"Portugal, France",Portugal,Coimbra,,"1,83",,,Portugal, France,,
24.0,Rafa Alves,Goalkeeper,"Jan 4, 1994 ",30,Portugal,Portugal,Braga,,"1,90",,,Portugal,,,
,Samuel Biscaia,Goalkeeper,"May 31, 1994 ",29,Portugal,Portugal,Ovar,,"1,83",,,Portugal,,,
,André Caio,Goalkeeper,"Feb 23, 1994 ",30,Portugal,Portugal,Castelo Branco,,"1,83",,,Portugal,,,
,Pedro Duarte,Goalkeeper,"Feb 18, 1994 ",30,Portugal,Portugal,Figueira da Foz,,"1,86",,,Portugal,,,
1.0,André Moreira,Goalkeeper,"Dec 2, 1995 ",28,Portugal,Portugal,Ribeirao,,"1,95",,,Portugal,,,
55.0,Miguel Silva,Goalkeeper,"Apr 7, 1995 ",29,Portugal,Portugal,Guimaraes,,"1,89",,,Portugal,,,
14.0,Guilherme Oliveira,Goalkeeper,"Apr 12, 1995 ",28,Portugal,Portugal,Venda do Pinheiro,,"1,89",,,Portugal,,,
1.0,Miguel Paiva,Goalkeeper,"Mar 15, 1995 ",29,Portugal,Portugal,Porto,,"1,80",,,Portugal,,,
12.0,Rodrigo Crespo,Goalkeeper,"Apr 14, 1995 ",28,Portugal,Portugal,,,,,,Portugal,,,
,Kyle Stuart,Goalkeeper,"Feb 27, 1995 ",29,"South Africa, Portugal",Portugal,,,,,,South Africa, Portugal,,
,Pedro Dias,Goalkeeper,"May 18, 1995 ",28,Portugal,Portugal,Coimbra,,,,,Portugal,,,
,Hugo Carvalheira,Goalkeeper,"Aug 17, 1995 ",28,Portugal,Portugal,Aveiro,,"1,85",,,Portugal,,,
24.0,Luís Rodrigues,Goalkeeper,"Dec 19, 1995 ",28,Portugal,Portugal,Guimaraes,,"1,86",,,Portugal,,,
12.0,João Silva,Goalkeeper,"Aug 9, 1995 ",28,Portugal,Portugal,Sintra,,"1,83",,,Portugal,,,
,Miguel Brandão,Goalkeeper,"Jun 17, 1995 ",28,Portugal,Portugal,Santo Tirso,,"1,79",,,Portugal,,,
,André Costa,Goalkeeper,"May 24, 1995 ",28,Portugal,Portugal,Vila Real,,"1,89",,,Portugal,,,
,Beto,Goalkeeper,"Jun 28, 1995 ",28,Portugal,Portugal,Viana do Castelo,,"1,88",,,Portugal,,,
12.0,Tiago Sá,Goalkeeper,"Jan 11, 1995 ",29,Portugal,Portugal,Vila Verde,,"1,86",,,Portugal,,,
96.0,Igor Rodrigues,Goalkeeper,"May 5, 1995 ",28,Portugal,Portugal,Leiria,,"1,91",,,Portugal,,,
2.0,Renato Almeida,Goalkeeper,"Oct 4, 1995 ",28,Portugal,Portugal,Portel,,,,,Portugal,,,
90.0,Camilo,Goalkeeper,"May 13, 1995 ",28,Portugal,Portugal,Ribeira Brava,,"1,93",,,Portugal,,,
13.0,Zé Carlos,Goalkeeper,"Jan 27, 1995 ",29,"Portugal, Germany",Portugal,Guimaraes,,"1,78",,,Portugal, Germany,,
12.0,André Reis,Goalkeeper,"Aug 20, 1995 ",28,Portugal,Portugal,Braganca,,"1,90",,,Portugal,,,
1.0,Vasco Guimarães,Goalkeeper,"Nov 17, 1995 ",28,Portugal,Portugal,Cascais,,,,,Portugal,,,
1.0,Rúben Silva,Goalkeeper,"Apr 16, 1995 ",28,Portugal,Portugal,Barcelos,,"1,82",,,Portugal,,,
,Zé Luís,Goalkeeper,"Sep 25, 1995 ",28,Portugal,Portugal,,,,,,Portugal,,,
,Miguel Gonçalves,Goalkeeper,"May 3, 1995 ",28,Portugal,Portugal,Peso da Regua,,"1,89",,,Portugal,,,
,Sandro Gomes,Goalkeeper,"Sep 28, 1995 ",28,"Portugal, Angola",Portugal,Lisboa,,"1,89",,,Portugal, Angola,,
,Gonçalo Carvalho,Goalkeeper,"Feb 8, 1995 ",29,Portugal,Portugal,Sesimbra,,"1,79",,,Portugal,,,
1.0,Tiago Pereira,Goalkeeper,"Jun 20, 1995 ",28,Portugal,Portugal,Lisboa,,"1,92",,,Portugal,,,
24.0,João Brito,Goalkeeper,"Feb 20, 1995 ",29,Portugal,Portugal,Coimbra,,"1,86",,,Portugal,,,
,Daniel Marinho,Goalkeeper,"Mar 22, 1995 ",29,"Portugal, Canada",Portugal,Arcos de Valdevez,,"1,90",,,Portugal, Canada,,
,César Paules,Goalkeeper,"Apr 19, 1995 ",28,Portugal,Portugal,Torres Vedras,,"1,82",,,Portugal,,,
,Rúben Dionísio,Goalkeeper,"Jul 7, 1995 ",28,Portugal,Portugal,Estoril,,"1,78",,,Portugal,,,
,Nuno Rafael,Goalkeeper,"Apr 28, 1995 ",28,Portugal,Portugal,Bobadela,,"1,83",,,Portugal,,,
,Miguel Lázaro,Goalkeeper,"Apr 24, 1995 ",28,Portugal,Portugal,Barreiro,,"1,93",,,Portugal,,,
99.0,Dani Carvalho,Goalkeeper,"Oct 13, 1995 ",28,Portugal,Portugal,Paredes,,"1,85",,,Portugal,,,
,Rúben Alfaiate,Goalkeeper,"Aug 17, 1995 ",28,Portugal,Portugal,Peniche,,"1,81",,,Portugal,,,
1.0,Bruno Costa,Goalkeeper,"Jul 15, 1995 ",28,Portugal,Portugal,Espinho,,"1,82",,,Portugal,,,
23.0,Miguel Batista,Goalkeeper,"Aug 6, 1995 ",28,Portugal,Portugal,Tondela,,"1,80",,,Portugal,,,
1.0,Ricardo Ramos,Goalkeeper,"Apr 2, 1995 ",29,Portugal,Portugal,Vila do Conde,,"1,90",,,Portugal,,,
23.0,Marco Ribeiro,Goalkeeper,"Jan 29, 1995 ",29,Portugal,Portugal,Porto,,"1,86",,,Portugal,,,
,Bernardo Francisco,Goalkeeper,"Aug 28, 1995 ",28,Portugal,Portugal,Sintra,,"1,84",,,Portugal,,,
1.0,Vítor Rodrigues,Goalkeeper,"Feb 14, 1995 ",29,Portugal,Portugal,Almada,,"1,86",,,Portugal,,,
88.0,Hugo Viveiros,Goalkeeper,"Sep 25, 1995 ",28,Portugal,Portugal,Ponta Delgada,,"1,91",,,Portugal,,,
30.0,Miguel Palha,Goalkeeper,"Feb 26, 1995 ",29,Portugal,Portugal,Vila Verde,,"1,84",,,Portugal,,,
,Pedro Guedes,Goalkeeper,"Jan 3, 1995 ",29,Portugal,Portugal,Paredes,,"1,83",,,Portugal,,,
13.0,André Ferreira,Goalkeeper,"May 29, 1996 ",27,Portugal,Portugal,Vila Nova de Gaia,,"1,93",,,Portugal,,,
99.0,Pedro Mateus,Goalkeeper,"Sep 27, 1996 ",27,"Sao Tome and Principe, Portugal",Portugal,Funchal,,"1,89",,,Sao Tome and Principe, Portugal,,
22.0,David Grilo,Goalkeeper,"Aug 13, 1996 ",27,Portugal,Portugal,Massama,,"1,84",,,Portugal,,,
22.0,Miguel Carvalho,Goalkeeper,"Jun 20, 1996 ",27,Portugal,Portugal,Faro,,"1,89",,,Portugal,,,
85.0,Pinha,Goalkeeper,"Feb 15, 1996 ",28,Portugal,Portugal,,,"1,77",,,Portugal,,,
,Miguel Vieira,Goalkeeper,"Jan 27, 1996 ",28,Portugal,Portugal,,,,,,Portugal,,,
,Francisco Ferraz,Goalkeeper,"Apr 19, 1996 ",27,Portugal,Portugal,Peso da Regua,,"1,85",,,Portugal,,,
1.0,João Matos,Goalkeeper,"Jul 12, 1996 ",27,Portugal,Portugal,Guarda,,,,,Portugal,,,
1.0,Luís Vieira,Goalkeeper,"Mar 31, 1996 ",28,Portugal,Portugal,Guimaraes,,,,,Portugal,,,
1.0,Diogo Arreigota,Goalkeeper,"Dec 19, 1996 ",27,Portugal,Portugal,Lisboa,,"1,87",,,Portugal,,,
,Eduardo Dias,Goalkeeper,"Jan 17, 1996 ",28,Portugal,Portugal,Casteloes de Cepeda,,,,,Portugal,,,
,Bruno Silva,Goalkeeper,"May 23, 1996 ",27,Portugal,Portugal,Espinho,,"1,82",,,Portugal,,,
99.0,Pedro Gonçalves,Goalkeeper,"Jun 26, 1996 ",27,"Portugal, Cape Verde",Portugal,Lisboa,,"1,84",,,Portugal, Cape Verde,,
99.0,Vladimir Stojković,Goalkeeper,"Oct 4, 1996 ",27,"Portugal, Serbia",Portugal,Matosinhos,,"1,92",,,Portugal, Serbia,,
24.0,João Costa,Goalkeeper,"Feb 2, 1996 ",28,Portugal,Portugal,Barcelos,,"1,86",,,Portugal,,,
1.0,André Paulo,Goalkeeper,"Dec 18, 1996 ",27,Portugal,Portugal,Albufeira,,"1,88",,,Portugal,,,
73.0,Filipe Ferreira,Goalkeeper,"Sep 20, 1996 ",27,Portugal,Portugal,Santo Tirso,,"1,93",,,Portugal,,,
,Lourenço Russo,Goalkeeper,"Apr 18, 1996 ",27,Portugal,Portugal,Lisboa,,"1,75",,,Portugal,,,
1.0,Bruno Rato,Goalkeeper,"Aug 31, 1996 ",27,Portugal,Portugal,Valpacos,,"1,76",,,Portugal,,,
1.0,Nuno Silva,Goalkeeper,"Oct 27, 1996 ",27,Portugal,Portugal,Vila Real,,"1,85",,,Portugal,,,
1.0,Francisco Pardana,Goalkeeper,"Mar 25, 1996 ",28,Portugal,Portugal,Lisboa,,"1,87",,,Portugal,,,
,Tiago Bizarro,Goalkeeper,"May 26, 1996 ",27,Portugal,Portugal,Matosinhos,,"1,97",,,Portugal,,,
27.0,Bruno Bolas,Goalkeeper,"Jun 24, 1996 ",27,Portugal,Portugal,Sousel,,"1,97",,,Portugal,,,
,Mário Jorge,Goalkeeper,"Feb 3, 1996 ",28,Portugal,Portugal,Braga,,"1,85",,,Portugal,,,
1.0,Edgar Mendonça,Goalkeeper,"Aug 27, 1996 ",27,Portugal,Portugal,Cascais,,"1,85",,,Portugal,,,
,Fred,Goalkeeper,"May 12, 1996 ",27,Portugal,Portugal,Guimaraes,,"1,80",,,Portugal,,,
,Diogo Marques,Goalkeeper,"Apr 16, 1996 ",27,Portugal,Portugal,Castelo Branco,,,,,Portugal,,,
48.0,Francisco Miranda,Goalkeeper,"Oct 23, 1996 ",27,Portugal,Portugal,Amrante,,"1,82",,,Portugal,,,
,Nuno Pereira,Goalkeeper,"Dec 4, 1996 ",27,Portugal,Portugal,Porto,,"1,85",,,Portugal,,,
90.0,Júlio Neiva,Goalkeeper,"Mar 28, 1996 ",28,Portugal,Portugal,Barcelos,,"1,92",,,Portugal,,,
,Marco Abreu,Goalkeeper,"May 5, 1996 ",27,Portugal,Portugal,Funchal,,,,,Portugal,,,
,Rafael Lopes,Goalkeeper,"Jun 5, 1996 ",27,"Portugal, Brazil",Portugal,Santarem,,"1,86",,,Portugal, Brazil,,
,Gonçalo Guerra,Goalkeeper,"Jan 18, 1996 ",28,Portugal,Portugal,Benavente,,"1,87",,,Portugal,,,
,João Maravalhas,Goalkeeper,"Nov 27, 1996 ",27,Portugal,Portugal,Vila do Conde,,"1,80",,,Portugal,,,
,André Gamito,Goalkeeper,"Sep 7, 1996 ",27,Portugal,Portugal,Moita,,,,,Portugal,,,
1.0,Mário Freitas,Goalkeeper,"Dec 21, 1996 ",27,Portugal,Portugal,Sao Miguel - Acores,,"1,82",,,Portugal,,,
,Giga,Goalkeeper,"Jun 3, 1996 ",27,Portugal,Portugal,Braga,,"1,88",,,Portugal,,,
31.0,André Fonseca,Goalkeeper,"Jan 14, 1996 ",28,Portugal,Portugal,Porto,,"1,86",,,Portugal,,,
1.0,Pedro Silva,Goalkeeper,"Feb 13, 1997 ",27,Portugal,Portugal,Lisboa,,"1,89",,,Portugal,,,
,António Dias,Goalkeeper,"Apr 10, 1997 ",26,Portugal,Portugal,,,"1,75",,,Portugal,,,
12.0,David Simão,Goalkeeper,"Dec 22, 1997 ",26,Portugal,Portugal,Ribeira Brava,,"1,81",,,Portugal,,,
,Luís Melo,Goalkeeper,"Jun 18, 1997 ",26,Portugal,Portugal,Vila Nova de Gaia,,"1,86",,,Portugal,,,
1.0,David Santos,Goalkeeper,"Sep 12, 1997 ",26,Portugal,Portugal,Marinha Grande,,"1,76",,,Portugal,,,
1.0,João Diogo,Goalkeeper,"Dec 30, 1997 ",26,Portugal,Portugal,Porto,,"1,88",,,Portugal,,,
1.0,Bean,Goalkeeper,"Apr 5, 1997 ",27,Portugal,Portugal,Arcos de Valdevez,,"1,88",,,Portugal,,,
1.0,Carlos Bastos,Goalkeeper,"Dec 1, 1997 ",26,Portugal,Portugal,Tabua,,"1,84",,,Portugal,,,
,Vasco Matos,Goalkeeper,"Aug 2, 1997 ",26,Portugal,Portugal,Santo Tirso,,"1,81",,,Portugal,,,
99.0,Francisco Silva,Goalkeeper,"May 16, 1997 ",26,Portugal,Portugal,Santarem,,"1,90",,,Portugal,,,
97.0,Emanuel Leitão,Goalkeeper,"Jul 21, 1997 ",26,Portugal,Portugal,Arruda dos Vinhos,,"1,87",,,Portugal,,,
97.0,Rodolfo Cardoso,Goalkeeper,"Oct 13, 1997 ",26,Portugal,Portugal,Ribeira Grande,,"1,85",,,Portugal,,,
1.0,Rui Neves,Goalkeeper,"Dec 15, 1997 ",26,Portugal,Portugal,Santo Tirso,,"1,80",,,Portugal,,,
24.0,Iuri Miguel,Goalkeeper,"Sep 8, 1997 ",26,Portugal,Portugal,Alcochete,,"1,80",,,Portugal,,,
,Pedro Correia,Goalkeeper,"Jan 3, 1997 ",27,Portugal,Portugal,Coimbra,,"1,84",,,Portugal,,,
99.0,Diogo Lourenço,Goalkeeper,"May 11, 1997 ",26,Portugal,Portugal,,,"1,79",,,Portugal,,,
12.0,Pedro Garcia,Goalkeeper,"Aug 14, 1997 ",26,Portugal,Portugal,Montemor-o-Novo,,"1,97",,,Portugal,,,
1.0,João Ferreira,Goalkeeper,"Dec 19, 1997 ",26,Portugal,Portugal,Vila Nova de Famalicao,,"1,83",,,Portugal,,,
41.0,Alex Reis,Goalkeeper,"Dec 10, 1997 ",26,Portugal,Portugal,Amarante,,"1,85",,,Portugal,,,
,João Valério,Goalkeeper,"Jul 28, 1997 ",26,Portugal,Portugal,,,"1,90",,,Portugal,,,
,Miguel Martins,Goalkeeper,"Apr 18, 1997 ",26,Portugal,Portugal,Setubal,,"1,90",,,Portugal,,,
13.0,Nuno Silva,Goalkeeper,"Aug 3, 1997 ",26,Portugal,Portugal,Braga,,"1,86",,,Portugal,,,
99.0,Diogo Santos,Goalkeeper,"Mar 16, 1997 ",27,Portugal,Portugal,,,,,,Portugal,,,
1.0,Bruno Nogueira,Goalkeeper,"Jan 22, 1997 ",27,Portugal,Portugal,Paredes,,"1,80",,,Portugal,,,
31.0,Nuno Fernandes,Goalkeeper,"Jun 2, 1997 ",26,Portugal,Portugal,Castelo de Paiva,,"1,86",,,Portugal,,,
99.0,Ima Lino,Goalkeeper,"Mar 19, 1997 ",27,Portugal,Portugal,Vila Nova de Gaia,,"1,85",,,Portugal,,,
,André,Goalkeeper,"Oct 29, 1997 ",26,Portugal,Portugal,Cinfaes,,"1,86",,,Portugal,,,
1.0,Gonçalo Carmelo,Goalkeeper,"Apr 6, 1997 ",27,Portugal,Portugal,Almada,,"1,83",,,Portugal,,,
31.0,Daniel Clemente,Goalkeeper,"Oct 28, 1997 ",26,Portugal,Portugal,Torre Dona Chama,,"1,89",,,Portugal,,,
,Marco Lopes,Goalkeeper,"Sep 22, 1997 ",26,Portugal,Portugal,Guimaraes,,"1,87",,,Portugal,,,
,João Gomes,Goalkeeper,"Apr 29, 1997 ",26,Portugal,Portugal,Castelo Branco,,"1,90",,,Portugal,,,
1.0,José Marinheiro,Goalkeeper,"Jan 2, 1997 ",27,Portugal,Portugal,Montijo,,"1,82",,,Portugal,,,
12.0,Diogo Ferreira,Goalkeeper,"Oct 12, 1997 ",26,Portugal,Portugal,Lisboa,,"1,94",,,Portugal,,,
,Vítor Gomes,Goalkeeper,"Apr 4, 1997 ",27,Portugal,Portugal,Lousada,,"1,85",,,Portugal,,,
1.0,Nando Pedrosa,Goalkeeper,"Jun 21, 1997 ",26,Portugal,Portugal,Viseu,,"1,83",,,Portugal,,,
1.0,Nico,Goalkeeper,"Jan 3, 1997 ",27,Portugal,Portugal,Pacos de Ferreira,,"1,80",,,Portugal,,,
,Afonso Vaz,Goalkeeper,"Aug 6, 1997 ",26,Portugal,Portugal,Santa Maria da Feira,,"1,89",,,Portugal,,,
63.0,Samuel Nóbrega,Goalkeeper,"Jul 10, 1997 ",26,"Mozambique, Portugal",Portugal,Portimao,,"1,92",,,Mozambique, Portugal,,
99.0,Dani Figueira,Goalkeeper,"Jul 20, 1998 ",25,Portugal,Portugal,Vizela,,"1,89",,,Portugal,,,
33.0,Ricardo Velho,Goalkeeper,"Aug 20, 1998 ",25,Portugal,Portugal,Vila Nova de Famalicao,,"1,88",,,Portugal,,,
29.0,Fábio Ferreira,Goalkeeper,"May 29, 1998 ",25,Portugal,Portugal,Leiria,,"1,85",,,Portugal,,,
22.0,Daniel Azevedo,Goalkeeper,"Feb 12, 1998 ",26,Portugal,Portugal,Lisboa,,"1,95",,,Portugal,,,
99.0,Xanana,Goalkeeper,"Aug 20, 1998 ",25,Portugal,Portugal,,,"1,84",,,Portugal,,,
,Marcelino,Goalkeeper,"Feb 27, 1998 ",26,Portugal,Portugal,Massarelos,,"1,80",,,Portugal,,,
17.0,Caló,Goalkeeper,"Jul 2, 1998 ",25,Portugal,Portugal,Guimaraes,,,,,Portugal,,,
,Filipe Pimenta,Goalkeeper,"Dec 4, 1998 ",25,Portugal,Portugal,Beja,,"1,86",,,Portugal,,,
,Bruno Carapinha,Goalkeeper,"Jan 4, 1998 ",26,Portugal,Portugal,Porto de Mos,,,,,Portugal,,,
,Gabi Almeida,Goalkeeper,"Feb 27, 1998 ",26,Portugal,Portugal,,,"1,87",,,Portugal,,,
1.0,Diogo Jesus,Goalkeeper,"Nov 10, 1998 ",25,Portugal,Portugal,,,"1,88",,,Portugal,,,
1.0,Daniel Júnior,Goalkeeper,"Feb 20, 1998 ",26,Portugal,Portugal,Arrentela,,"1,82",,,Portugal,,,
,Gonçalo Silveira,Goalkeeper,"May 5, 1998 ",25,Portugal,Portugal,Almada,,"1,84",,,Portugal,,,
1.0,Diogo Sousa,Goalkeeper,"Sep 16, 1998 ",25,Portugal,Portugal,Albufeira,,"1,98",,,Portugal,,,
1.0,Rui Encarnação,Goalkeeper,"Apr 5, 1998 ",26,Portugal,Portugal,Funchal,,"1,85",,,Portugal,,,
,Fábio Duarte,Goalkeeper,"May 11, 1998 ",25,Portugal,Portugal,Amadora,,"1,87",,,Portugal,,,
24.0,Daniel Dias,Goalkeeper,"Jun 3, 1998 ",25,Portugal,Portugal,Viseu,,,,,Portugal,,,
1.0,Nuno Buffon,Goalkeeper,"Jun 17, 1998 ",25,Portugal,Portugal,Lamego,,,,,Portugal,,,
,Diogo Beato,Goalkeeper,"Nov 23, 1998 ",25,Portugal,Portugal,,,,,,Portugal,,,
1.0,Pedro Julião,Goalkeeper,"Aug 15, 1998 ",25,Portugal,Portugal,,,,,,Portugal,,,
,Rui Rodrigues,Goalkeeper,"Feb 2, 1998 ",26,Portugal,Portugal,Castelo de Paiva,,,,,Portugal,,,
,Luís Lombo,Goalkeeper,"May 15, 1998 ",25,Portugal,Portugal,Braganca,,"1,85",,,Portugal,,,
1.0,Simão Ribeiro,Goalkeeper,"May 20, 1998 ",25,Portugal,Portugal,Alfena,,"1,84",,,Portugal,,,
,Fábio Rodrigues,Goalkeeper,"Mar 6, 1998 ",26,Portugal,Portugal,,,"1,81",,,Portugal,,,
,Diogo Miranda,Goalkeeper,"Sep 28, 1998 ",25,Portugal,Portugal,Lisboa,,"1,82",,,Portugal,,,
,Xisco Pires,Goalkeeper,"Jan 25, 1998 ",26,"Andorra, Portugal",Portugal,Viana do Castelo,,"1,95",,,Andorra, Portugal,,
,Tiago Mota,Goalkeeper,"Feb 18, 1998 ",26,Portugal,Portugal,Sesimbra,,"1,84",,,Portugal,,,
,João Cabrita,Goalkeeper,"Jun 29, 1998 ",25,Portugal,Portugal,Lisboa,,"1,88",,,Portugal,,,
73.0,Manu,Goalkeeper,"Nov 5, 1998 ",25,Portugal,Portugal,Freamunde,,"1,87",,,Portugal,,,
24.0,Abílio Fulane,Goalkeeper,"Apr 13, 1998 ",25,"Mozambique, Portugal",Portugal,Lisboa,,"1,85",,,Mozambique, Portugal,,
,Diogo Alexandre,Goalkeeper,"Jan 29, 1998 ",26,Portugal,Portugal,Lisboa,,"1,87",,,Portugal,,,
,Rui Capela,Goalkeeper,"Feb 17, 1998 ",26,Portugal,Portugal,Vila Real,,"1,80",,,Portugal,,,
