Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
,Pablo Arboniés,Goalkeeper,"Jul 5, 1989 ",35,Spain,Spain,Pamplona,,,,,Spain,,,,
,Isco Suárez,Goalkeeper,"Aug 2, 1989 ",34,Spain,Spain,Coria del Rio,,"1,80",,,Spain,,,,
,Alberto,Goalkeeper,"Jan 20, 1989 ",35,Spain,Spain,Las Palmas de Gran Canaria,,,,,Spain,,,,
,Álex Caro,Goalkeeper,"Dec 15, 1989 ",34,Spain,Spain,Malaga,,"1,90",,,Spain,,,,
,Ismael Acosta,Goalkeeper,"Apr 21, 1989 ",35,Spain,Spain,El Puerto de Santa Maria,,"1,83",,,Spain,,,,
,Francisco García,Goalkeeper,"Jun 16, 1989 ",35,Spain,Spain,Candas,,,,,Spain,,,,
1.0,Cristian Martínez,Goalkeeper,"May 2, 1989 ",35,Spain,Spain,Xativa,,,,,Spain,,,,
,Tomás Trigo,Goalkeeper,"Jun 8, 1989 ",35,"Philippines, Spain",Spain,Pamplona,,"1,85",,,Philippines, Spain,,,
,Fernando Molero,Goalkeeper,"Mar 29, 1989 ",35,Spain,Spain,Fernan Nunez,,"1,85",,,Spain,,,,
,Diego dos Santos,Goalkeeper,"Mar 13, 1989 ",35,Spain,Spain,Trabada,,"1,86",,,Spain,,,,
1.0,Unai Calavia,Goalkeeper,"Feb 17, 1989 ",35,Spain,Spain,Zaragoza,,,,,Spain,,,,
,Dani Culiáñez,Goalkeeper,"Jun 2, 1989 ",35,Spain,Spain,Crevillente,,,,,Spain,,,,
,Alberto Montávez,Goalkeeper,"Apr 7, 1989 ",35,Spain,Spain,Cordoba,,"1,87",,,Spain,,,,
,Dani Vaello,Goalkeeper,"Dec 30, 1989 ",34,Spain,Spain,Gandia,,,,,Spain,,,,
,Hugo Cantero,Goalkeeper,"Jul 9, 1989 ",35,Spain,Spain,Churriana de la Vega,,"1,87",,,Spain,,,,
,Álex Berenguer,Goalkeeper,"Jun 18, 1989 ",35,Spain,Spain,Alicante,,"1,82",,,Spain,,,,
,Ernesto Machuca,Goalkeeper,"Apr 10, 1989 ",35,Spain,Spain,Talavera de la Reina,,"1,83",,,Spain,,,,
,Iñaki Olaizola,Goalkeeper,"Apr 8, 1989 ",35,Spain,Spain,San Sebastian,,,,,Spain,,,,
,Kilian Pérez,Goalkeeper,"Aug 18, 1989 ",34,Spain,Spain,Santa Cruz de La Palma,,,,,Spain,,,,
,Jesús Sáez,Goalkeeper,"Jan 1, 1989 ",35,Spain,Spain,,,,,,Spain,,,,
,Dela,Goalkeeper,"Feb 23, 1989 ",35,Spain,Spain,Segovia,,,,,Spain,,,,
,Alex Cobaleda,Goalkeeper,"Jun 23, 1989 ",35,Spain,Spain,,,"1,89",,,Spain,,,,
,Corti,Goalkeeper,"May 30, 1989 ",35,Spain,Spain,Loja,,"1,85",,,Spain,,,,
,José Luis Alfaro,Goalkeeper,"Dec 2, 1989 ",34,Spain,Spain,Aldaia,,"1,83",,,Spain,,,,
,Ibai Santisteban,Goalkeeper,"Aug 30, 1989 ",34,Spain,Spain,Laudio/Llodio,,"1,95",,,Spain,,,,
,Cristian Agredano,Goalkeeper,"Sep 1, 1989 ",34,Spain,Spain,El Carpio,,"1,85",,,Spain,,,,
,Mario Guillén,Goalkeeper,"Sep 12, 1989 ",34,Spain,Spain,Picana,,"1,88",,,Spain,,,,
,Antonio Ayala,Goalkeeper,"Feb 8, 1989 ",35,Spain,Spain,Sevilla,,"1,85",,,Spain,,,,
1.0,Isma Gil,Goalkeeper,"Jan 23, 1989 ",35,Spain,Spain,Madrid,,"1,82",,,Spain,,,,
,Saúl Figueroa,Goalkeeper,"Jul 11, 1989 ",35,Spain,Portugal,La Laguna,,"1,84",,,Spain,,,,
,Pablo Alcolea,Goalkeeper,"Mar 23, 1989 ",35,Spain,Portugal,Zaragoza,,"1,84",,,Spain,,,,
,Sergio Arenas,Goalkeeper,"Mar 11, 1989 ",35,Spain,Portugal,Albacete,,"1,88",,,Spain,,,,
,Pedro de Dios,Goalkeeper,"Jan 10, 1989 ",35,Spain,Portugal,Salamanca,,"1,83",,,Spain,,,,
,Beñat Etxebeste,Goalkeeper,"Jan 8, 1989 ",35,Spain,Portugal,San Sebastian,,,,,Spain,,,,
,Rodri,Goalkeeper,"Feb 17, 1989 ",35,Spain,Portugal,Villacanas,,"1,88",,,Spain,,,,
,Jaume Albert,Goalkeeper,"Mar 23, 1989 ",35,Spain,Portugal,Barcelona,,,,,Spain,,,,
,Álvaro Blázquez,Goalkeeper,"Oct 23, 1989 ",34,Spain,Portugal,Alfaro,,"1,81",,,Spain,,,,
,Sergio Garabato,Goalkeeper,"May 16, 1989 ",35,Spain,Portugal,Valencia,,"1,87",,,Spain,,,,
,Juan Martín,Goalkeeper,"Feb 18, 1989 ",35,Spain,Portugal,Martin de la Jara,,"1,78",,,Spain,,,,
,Unai Rodríguez,Goalkeeper,"Jul 17, 1989 ",34,Spain,Portugal,Durango,,"1,81",,,Spain,,,,
,Celso,Goalkeeper,"Sep 14, 1989 ",34,Spain,Portugal,Teulada,,"1,86",,,Spain,,,,
,Mario Villoria,Goalkeeper,"Oct 19, 1989 ",34,Spain,Portugal,Salamanca,,"1,83",,,Spain,,,,
,Sergio Ríos,Goalkeeper,"Sep 2, 1989 ",34,Spain,Portugal,Cambados,,"1,83",,,Spain,,,,
,Mikel Arribas,Goalkeeper,"Feb 22, 1989 ",35,Spain,Portugal,Ermua,,"1,83",,,Spain,,,,
,Luis Lorente,Goalkeeper,"Feb 7, 1989 ",35,Spain,Portugal,Madrid,,"1,87",,,Spain,,,,
,Adrià Mir,Goalkeeper,"Apr 23, 1989 ",35,Spain,Portugal,Barcelona,,"1,84",,,Spain,,,,
,Pau Núñez,Goalkeeper,"Apr 8, 1989 ",35,Spain,Portugal,Palma de Mallorca,,"1,80",,,Spain,,,,
,Miguel Asín,Goalkeeper,"Nov 24, 1989 ",34,Spain,Portugal,Peralta/Azkoien,,"1,80",,,Spain,,,,
,David de Gea,Goalkeeper,"Nov 7, 1990 ",33,Spain,Spain,Madrid,,"1,92",,,Spain,,,,
22.0,Joel Robles,Goalkeeper,"Jun 17, 1990 ",34,Spain,Spain,Getafe,,"1,94",,,Spain,,,,
13.0,Marc Martínez,Goalkeeper,"Apr 4, 1990 ",34,Spain,Spain,Barcelona,,"1,86",,,Spain,,,,
,Diego Mariño,Goalkeeper,"May 9, 1990 ",34,Spain,Spain,Vigo,,"1,85",,,Spain,,,,
,José Salcedo,Goalkeeper,"Oct 1, 1990 ",33,Spain,Spain,Valdeganga,,"1,85",,,Spain,,,,
,Álvaro Valdenebro,Goalkeeper,"Apr 26, 1990 ",34,Spain,Spain,Ronda,,"1,83",,,Spain,,,,
,Adrián Mallén,Goalkeeper,"Jun 1, 1990 ",34,Spain,Spain,Huesca,,,,,Spain,,,,
1.0,Coke,Goalkeeper,"Dec 18, 1990 ",33,Spain,Spain,A Estrada,,,,,Spain,,,,
,Martín Pastoriza,Goalkeeper,"Jun 28, 1990 ",34,Spain,Spain,Meiro-Bueu,,,,,Spain,,,,
,Lucas Parra,Goalkeeper,"Dec 27, 1990 ",33,Spain,Spain,Silla,,,,,Spain,,,,
,Daniel Rico,Goalkeeper,"Aug 17, 1990 ",33,Spain,Spain,Alcoi,,,,,Spain,,,,
,Yan Luis,Goalkeeper,"Mar 19, 1990 ",34,Spain,Spain,,,"1,76",,,Spain,,,,
,Carlos Carenote,Goalkeeper,"May 18, 1990 ",34,Spain,Spain,La Linea de la Concepcion,,,,,Spain,,,,
1.0,Jaume Doménech,Goalkeeper,"Nov 5, 1990 ",33,Spain,Spain,Almenara,,"1,85",,,Spain,,,,
13.0,Fernando Martínez,Goalkeeper,"Jun 10, 1990 ",34,Spain,Spain,Murcia,,"1,83",,,Spain,,,,
,Dani Jiménez,Goalkeeper,"Mar 5, 1990 ",34,Spain,Spain,Lebrija,,"1,79",,,Spain,,,,
1.0,Jon Altamira,Goalkeeper,"Jan 2, 1990 ",34,Spain,Spain,Gernika,,"1,81",,,Spain,,,,
,Jesús Romero,Goalkeeper,"Jan 17, 1990 ",34,Spain,Spain,Sevilla,,"1,86",,,Spain,,,,
,Rafael Muñoz Ruíz,Goalkeeper,"Feb 1, 1990 ",34,Spain,Spain,La Linea de la Concepcion,,,,,Spain,,,,
,Iván Ares,Goalkeeper,"Jan 19, 1990 ",34,Spain,Spain,Jerez de la Frontera,,"1,84",,,Spain,,,,
,José Luis Rosiña,Goalkeeper,"Nov 3, 1990 ",33,Spain,Spain,Don Benito,,,,,Spain,,,,
,Nadir Mohamed,Goalkeeper,"Jan 1, 1990 ",34,"Spain, Morocco",Spain,Ceuta,,,,,Spain, Morocco,,,
,Iván Torres,Goalkeeper,"Jun 12, 1990 ",34,Spain,Spain,Oviedo,,,,,Spain,,,,
1.0,Javi Sánchez,Goalkeeper,"Jun 9, 1990 ",34,Spain,Spain,Cordoba,,,,,Spain,,,,
,Alberto,Goalkeeper,"Feb 1, 1990 ",34,Spain,Spain,Madrid,,,,,Spain,,,,
,Sergio Menor,Goalkeeper,"Jul 23, 1990 ",33,Spain,Spain,Toledo,,,,,Spain,,,,
13.0,Mario Barreiro,Goalkeeper,"Jan 25, 1990 ",34,Spain,Spain,Santiago de Compostela,,"1,77",,,Spain,,,,
,Francisco Mateo,Goalkeeper,"Aug 14, 1990 ",33,Spain,Spain,Jimena de la Frontera,,"1,80",,,Spain,,,,
,Iker Sánchez,Goalkeeper,"Nov 26, 1990 ",33,Spain,Spain,San Sebastian,,,,,Spain,,,,
,Toni Fons,Goalkeeper,"May 23, 1990 ",34,Spain,Spain,Manacor,,,,,Spain,,,,
1.0,Javi Díaz,Goalkeeper,"Dec 20, 1990 ",33,Spain,Spain,Mieres,,"1,82",,,Spain,,,,
,Cosco,Goalkeeper,"Jun 18, 1990 ",34,Spain,Spain,Motril,,"1,75",,,Spain,,,,
,Jonathan Gorrochategui,Goalkeeper,"Jan 17, 1990 ",34,Spain,Spain,Santander,,"1,86",,,Spain,,,,
,Gonzalo Gómez,Goalkeeper,"Jun 11, 1990 ",34,Spain,Spain,Logrono,,"1,82",,,Spain,,,,
,Yannick Viles,Goalkeeper,"Sep 25, 1990 ",33,Spain,Spain,Castelldefels,,,,,Spain,,,,
,Alberto Narvajas,Goalkeeper,"Sep 27, 1990 ",33,Spain,Spain,Agreda,,"1,85",,,Spain,,,,
,Sebas,Goalkeeper,"Jan 20, 1990 ",34,Spain,Spain,Leganes,,"1,91",,,Spain,,,,
,Raúl Gutiérrez,Goalkeeper,"Aug 22, 1990 ",33,Spain,Spain,Potes,,"1,88",,,Spain,,,,
,Manu Vidal,Goalkeeper,"Sep 7, 1990 ",33,Spain,Spain,Torrevieja,,"1,86",,,Spain,,,,
,Ander Garijo,Goalkeeper,"May 8, 1990 ",34,Spain,Spain,Pamplona,,,,,Spain,,,,
,Jonathan Barrueco,Goalkeeper,"Jun 19, 1990 ",34,Spain,Spain,Valencia,,"1,86",,,Spain,,,,
,Edu Calvo,Goalkeeper,"Jan 16, 1990 ",34,Spain,Spain,Madrid,,,,,Spain,,,,
,Álvaro Valbuena,Goalkeeper,"Jun 1, 1990 ",34,Spain,Spain,Sagunto,,,,,Spain,,,,
,Diego Gómez,Goalkeeper,"Feb 12, 1990 ",34,Spain,Spain,Salamanca,,"1,83",,,Spain,,,,
,Pepelu,Goalkeeper,"Apr 21, 1990 ",34,Spain,Spain,Elda,,"1,82",,,Spain,,,,
,Davo,Goalkeeper,"Mar 23, 1990 ",34,Spain,Spain,Gijon,,"1,77",,,Spain,,,,
,Tito,Goalkeeper,"May 6, 1990 ",34,Spain,Spain,Madrid,,"1,82",,,Spain,,,,
,Pablo Pérez,Goalkeeper,"Dec 28, 1990 ",33,Spain,Spain,Ribadavia,,,,,Spain,,,,
,Raúl Godínez,Goalkeeper,"Jan 19, 1990 ",34,Spain,Spain,Cartagena,,,,,Spain,,,,
1.0,Ale Martín,Goalkeeper,"Apr 24, 1990 ",34,Spain,Spain,Las Palmas de Gran Canaria,,"1,90",,,Spain,,,,
,Esteban Iparraguirre,Goalkeeper,"Aug 20, 1990 ",33,Spain,Portugal,Pamplona,,"1,84",,,Spain,,,,
,Carlos Hortal,Goalkeeper,"Oct 22, 1990 ",33,Spain,Portugal,Madrid,,"1,85",,,Spain,,,,
,Oliver Sánchez,Goalkeeper,"May 5, 1990 ",34,Spain,Portugal,Barcelona,,"1,93",,,Spain,,,,
,Dani Mederos,Goalkeeper,"Oct 9, 1990 ",33,Spain,Portugal,Santa Cruz de Tenerife,,"1,86",,,Spain,,,,
1.0,Jon Villanueva,Goalkeeper,"Mar 6, 1990 ",34,Spain,Portugal,Barakaldo,,"1,98",,,Spain,,,,
,Mario Valero,Goalkeeper,"Sep 12, 1990 ",33,Spain,Portugal,Murcia,,,,,Spain,,,,
,Daniel Boné,Goalkeeper,"Dec 30, 1990 ",33,Spain,Portugal,Castello de La Plana,,,,,Spain,,,,
13.0,Javi Seral,Goalkeeper,"Jan 22, 1990 ",34,Spain,Portugal,Palma de Mallorca,,"1,85",,,Spain,,,,
,Carlos Rocamora,Goalkeeper,"Mar 16, 1990 ",34,Spain,Portugal,Orihuela,,"1,83",,,Spain,,,,
,Toni Alonso,Goalkeeper,"May 31, 1990 ",34,Spain,Portugal,Terrassa,,,,,Spain,,,,
1.0,Yelco Ramos,Goalkeeper,"Jan 23, 1990 ",34,Spain,Portugal,Madrid,,"1,88",,,Spain,,,,
,Diego García,Goalkeeper,"Jan 13, 1990 ",34,Spain,Portugal,Oviedo,,"1,91",,,Spain,,,,
,Sergi Palau,Goalkeeper,"Mar 5, 1990 ",34,Spain,Portugal,Soses,,"1,80",,,Spain,,,,
,Antonio David,Goalkeeper,"Mar 16, 1990 ",34,Spain,Portugal,Sevilla,,"1,83",,,Spain,,,,
,Dani Laviana,Goalkeeper,"Apr 14, 1990 ",34,Spain,Portugal,Gijon,,"1,79",,,Spain,,,,
,Josemi,Goalkeeper,"Jan 3, 1990 ",34,Spain,Portugal,Granada,,,,,Spain,,,,
,Kiko Moreno,Goalkeeper,"Oct 9, 1990 ",33,Spain,Portugal,Cocentaina,,,,,Spain,,,,
,Javier San Sebastián,Goalkeeper,"May 28, 1990 ",34,Spain,Portugal,Donostia-San Sebastian,,,,,Spain,,,,
,Adrià Fradera,Goalkeeper,"Jan 15, 1990 ",34,Spain,Portugal,Girona,,,,,Spain,,,,
,Sergio López,Goalkeeper,"Feb 2, 1990 ",34,Spain,Portugal,Reus,,"1,78",,,Spain,,,,
,Imanol Elías,Goalkeeper,"Aug 17, 1990 ",33,Spain,Portugal,Pamplona,,"1,89",,,Spain,,,,
13.0,Aitor Fernández,Goalkeeper,"May 3, 1991 ",33,Spain,Spain,Arrasate,,"1,82",,,Spain,,,,
,Raúl Lizoain,Goalkeeper,"Jan 27, 1991 ",33,Spain,Spain,Las Palmas de Gran Canaria,,"1,88",,,Spain,,,,
1.0,Kike Royo,Goalkeeper,"Jun 14, 1991 ",33,Spain,Spain,Logrono,,"1,87",,,Spain,,,,
1.0,Pol Freixanet,Goalkeeper,"Aug 22, 1991 ",32,Spain,Spain,Manresa,,"1,93",,,Spain,,,,
1.0,Roberto Gutiérrez,Goalkeeper,"Mar 15, 1991 ",33,Spain,Spain,Tenerife,,"1,83",,,Spain,,,,
1.0,Álex Sánchez,Goalkeeper,"Feb 3, 1991 ",33,Spain,Spain,Barcelona,,"1,84",,,Spain,,,,
,Manu Márquez,Goalkeeper,"Jan 16, 1991 ",33,Spain,Spain,Santander,,"1,87",,,Spain,,,,
,Ismael Guzmán,Goalkeeper,"Apr 4, 1991 ",33,Spain,Spain,Barcelona,,"1,82",,,Spain,,,,
,Carlos Paredes,Goalkeeper,"Jul 11, 1991 ",33,Spain,Spain,Valencia,,"1,83",,,Spain,,,,
,Manolo,Goalkeeper,"Dec 8, 1991 ",32,Spain,Spain,Espejo,,,,,Spain,,,,
,Toni Comesaña,Goalkeeper,"Jan 11, 1991 ",33,Spain,Spain,Gondomar,,,,,Spain,,,,
,David Álamo,Goalkeeper,"Mar 31, 1991 ",33,Spain,Spain,Las Palmas de Gran Canaria,,,,,Spain,,,,
,Rubén Lavín,Goalkeeper,"Jan 4, 1991 ",33,Spain,Spain,Hoz de Anero,,"1,93",,,Spain,,,,
23.0,Julián Cuesta,Goalkeeper,"Mar 28, 1991 ",33,Spain,Spain,Campotejar,,"1,96",,,Spain,,,,
,Manu García,Goalkeeper,"Feb 11, 1991 ",33,Spain,Spain,Pedrera,,"1,92",,,Spain,,,,
1.0,Edu Sousa,Goalkeeper,"Jul 15, 1991 ",32,Spain,Spain,Pontevedra,,"1,81",,,Spain,,,,
,Javi Montoya,Goalkeeper,"Apr 16, 1991 ",33,Spain,Spain,Logrono,,"1,86",,,Spain,,,,
13.0,Óscar Santiago,Goalkeeper,"Jan 20, 1991 ",33,Spain,Spain,Santander,,"1,83",,,Spain,,,,
,Alberto Aparicio,Goalkeeper,"Jun 26, 1991 ",33,Spain,Spain,La Linea de la Concepcion,,"1,85",,,Spain,,,,
,Jesús Torres,Goalkeeper,"Oct 8, 1991 ",32,Spain,Spain,Badajoz,,"1,80",,,Spain,,,,
,Nacho,Goalkeeper,"Feb 2, 1991 ",33,Spain,Spain,Crevillente,,"1,79",,,Spain,,,,
,Rafa Rubio,Goalkeeper,"Jun 12, 1991 ",33,Spain,Spain,Cartagena,,"1,85",,,Spain,,,,
,Jairo Acevedo,Goalkeeper,"Jul 21, 1991 ",32,Spain,Spain,Gijon,,,,,Spain,,,,
,Abel,Goalkeeper,"Feb 27, 1991 ",33,Spain,Spain,Arrecife,,,,,Spain,,,,
13.0,Hugo Guil,Goalkeeper,"Nov 11, 1991 ",32,Spain,Spain,Almeria,,"1,88",,,Spain,,,,
,David de las Heras,Goalkeeper,"Sep 28, 1991 ",32,Spain,Spain,Madrid,,"1,93",,,Spain,,,,
,Marcos Martín,Goalkeeper,"Jan 1, 1991 ",33,Spain,Spain,,,,,,Spain,,,,
,Aleix Manzano,Goalkeeper,"Mar 17, 1991 ",33,Spain,Spain,Girona,,"1,83",,,Spain,,,,
,José Antonio Casero,Goalkeeper,"Oct 15, 1991 ",32,Spain,Spain,Albacete,,"1,90",,,Spain,,,,
,Lorenzo Riveiro,Goalkeeper,"Mar 13, 1991 ",33,Spain,Spain,Padron,,"1,85",,,Spain,,,,
,Xabi Núñez,Goalkeeper,"Jul 27, 1991 ",32,Spain,Spain,Bilbao,,"1,84",,,Spain,,,,
,Álex Campos,Goalkeeper,"Jun 28, 1991 ",33,Spain,Spain,Madrid,,"1,80",,,Spain,,,,
,Sergio Pérez,Goalkeeper,"Apr 30, 1991 ",33,Spain,Spain,Huelva,,"1,82",,,Spain,,,,
,David Kunz,Goalkeeper,N/A ,,,Spain,,,,,,,,,,
,Manu Sánchez,Goalkeeper,"Dec 19, 1991 ",32,Spain,Spain,Linares,,"1,83",,,Spain,,,,
,Carlos Madruga,Goalkeeper,"Aug 19, 1991 ",32,Spain,Spain,Melilla,,"1,86",,,Spain,,,,
,Miguel Ángel,Goalkeeper,"Apr 4, 1991 ",33,Spain,Spain,Soria,,"1,85",,,Spain,,,,
1.0,Carlos Molina,Goalkeeper,"Apr 30, 1991 ",33,Spain,Spain,Cartagena,,"1,91",,,Spain,,,,
,Adrian Hormigo Lopez,Goalkeeper,"Dec 29, 1991 ",32,Spain,Spain,Algeciras,,"1,86",,,Spain,,,,
,Vicente Calonge,Goalkeeper,"Nov 10, 1991 ",32,Spain,Spain,Cordoba,,,,,Spain,,,,
,Pedro Marenco,Goalkeeper,"Nov 19, 1991 ",32,Spain,Spain,El Puerto de Santa Maria,,"1,87",,,Spain,,,,
1.0,Marcos Souto,Goalkeeper,"Sep 29, 1991 ",32,Spain,Spain,Cedeira,,"1,84",,,Spain,,,,
,Alejandro Sánchez,Goalkeeper,"May 1, 1991 ",33,Spain,Spain,Castelldefels,,,,,Spain,,,,
,Brais Pereiro,Goalkeeper,"May 15, 1991 ",33,Spain,Spain,Porrino,,,,,Spain,,,,
,Iñigo Echepare,Goalkeeper,"Oct 3, 1991 ",32,Spain,Spain,Irun,,,,,Spain,,,,
,Jacob Sánchez,Goalkeeper,"Aug 28, 1991 ",32,Spain,Spain,Torrelles de Llobregat,,"1,86",,,Spain,,,,
,Rodrigo Pérez,Goalkeeper,"Oct 23, 1991 ",32,Spain,Spain,Ciudad Rodrigo,,"1,82",,,Spain,,,,
,José Domingo,Goalkeeper,"Apr 15, 1991 ",33,Spain,Spain,Peal de Becerro,,"1,84",,,Spain,,,,
,Iván Navarro,Goalkeeper,"May 2, 1991 ",33,Spain,Spain,Segovia,,,,,Spain,,,,
,Alberto Martín,Goalkeeper,"Aug 8, 1991 ",32,Spain,Spain,Palencia,,"1,86",,,Spain,,,,
,Miguel López,Goalkeeper,"Aug 1, 1991 ",32,Spain,Portugal,Calamonte,,"1,90",,,Spain,,,,
,Javi Pita,Goalkeeper,"Jan 10, 1991 ",33,"Spain, Venezuela",Portugal,O Vicedo,,"1,86",,,Spain, Venezuela,,,
,Misael,Goalkeeper,"Jul 26, 1991 ",32,Spain,Portugal,Grado,,"1,85",,,Spain,,,,
1.0,Miguel del Río,Goalkeeper,"Feb 20, 1991 ",33,Spain,Portugal,Zamora,,"1,87",,,Spain,,,,
,José Ramón Garrido,Goalkeeper,"Feb 15, 1991 ",33,Spain,Portugal,Novelda,,"1,84",,,Spain,,,,
,Oriol Torres,Goalkeeper,"May 18, 1991 ",33,Spain,Portugal,Sabadell,,"1,88",,,Spain,,,,
,Curro Galán,Goalkeeper,"Dec 17, 1991 ",32,Spain,Portugal,Huelva,,"1,87",,,Spain,,,,
,Alberto Catalán,Goalkeeper,"Oct 10, 1991 ",32,Spain,Portugal,Onda,,"1,83",,,Spain,,,,
,José Segovia,Goalkeeper,"Apr 13, 1991 ",33,Spain,Portugal,L'Hospitalet de Llobregat,,"1,83",,,Spain,,,,
,Rubén Luceño,Goalkeeper,"Jun 15, 1991 ",33,Spain,Portugal,Bilbao,,"1,83",,,Spain,,,,
,Manu Táboas,Goalkeeper,"May 30, 1991 ",33,Spain,Portugal,Vigo,,"1,87",,,Spain,,,,
,Adrián Murcia,Goalkeeper,"Jul 7, 1991 ",33,Spain,Portugal,Alicante,,"1,86",,,Spain,,,,
,Ángel Díez,Goalkeeper,"Jan 9, 1991 ",33,Spain,Portugal,Santander,,"1,84",,,Spain,,,,
13.0,Fernando Pacheco,Goalkeeper,"May 18, 1992 ",32,Spain,Spain,Badajoz,,"1,87",,,Spain,,,,
,Gianni Cassaro,Goalkeeper,"Apr 10, 1992 ",32,"Spain, Italy",Spain,Lloret de Mar,,"1,92",,,Spain, Italy,,,
,Rafa Pedrero,Goalkeeper,"Dec 12, 1992 ",31,Spain,Spain,Lecinena,,,,,Spain,,,,
,Albano Gutierrez Marin,Goalkeeper,"Oct 11, 1992 ",31,Spain,Spain,Algeciras,,,,,Spain,,,,
,Leo,Goalkeeper,"Jan 30, 1992 ",32,Spain,Spain,Alcala de Henares,,,,,Spain,,,,
,Toni,Goalkeeper,"Mar 9, 1992 ",32,Spain,Spain,San Fernando,,"1,79",,,Spain,,,,
1.0,Miguel Ángel Sevillano,Goalkeeper,"Jul 17, 1992 ",31,Spain,Spain,Palencia,,"1,77",,,Spain,,,,
,Adrián Mariscal,Goalkeeper,"Sep 30, 1992 ",31,Spain,Spain,La Linea de la Concepcion,,,,,Spain,,,,
,Francisco Pérez,Goalkeeper,"Jan 4, 1992 ",32,Spain,Spain,Algeciras,,,,,Spain,,,,
,Carlos Pérez,Goalkeeper,"Jan 1, 1992 ",32,Spain,Spain,Sevilla,,,,,Spain,,,,
1.0,Sebas Gil,Goalkeeper,"Mar 6, 1992 ",32,Spain,Spain,La Zarza,,,,,Spain,,,,
,Jesús Parreño,Goalkeeper,"Feb 11, 1992 ",32,Spain,Spain,Casas de Haro,,,,,Spain,,,,
,Fermín García,Goalkeeper,"Oct 2, 1992 ",31,Spain,Spain,Albaida del Aljarafe,,,,,Spain,,,,
,Edgar Badia,Goalkeeper,"Feb 12, 1992 ",32,Spain,Spain,Barcelona,,"1,80",,,Spain,,,,
1.0,Dennis Díaz,Goalkeeper,"Aug 8, 1992 ",31,Spain,Spain,Mieres,,"1,83",,,Spain,,,,
,Manuel Salas,Goalkeeper,"Apr 18, 1992 ",32,Spain,Spain,Las Palmas de Gran Canaria,,"1,91",,,Spain,,,,
,Sergi Pagès,Goalkeeper,"Mar 9, 1992 ",32,Spain,Spain,Begues,,,,,Spain,,,,
,Miguel Martínez,Goalkeeper,"Jan 14, 1992 ",32,Spain,Spain,Murcia,,"1,80",,,Spain,,,,
13.0,Ángel Lázaro,Goalkeeper,"Jul 21, 1992 ",31,Spain,Spain,Zamora,,,,,Spain,,,,
13.0,Ousmane Kane,Goalkeeper,"May 29, 1992 ",32,Senegal,Spain,Blanes,,"1,90",,,Senegal,,,,
,Francesc Benavent,Goalkeeper,"Sep 26, 1992 ",31,Spain,Spain,Pobla del Duc,,,,,Spain,,,,
,Álex Herrera,Goalkeeper,"Apr 21, 1992 ",32,Spain,Spain,Trebujena,,"1,81",,,Spain,,,,
,Borja Angoitia,Goalkeeper,"Apr 23, 1992 ",32,Spain,Spain,Bilbao,,"1,90",,,Spain,,,,
,José Llopis,Goalkeeper,"Sep 18, 1992 ",31,Spain,Spain,Gijon,,,,,Spain,,,,
,Mikel Vicente,Goalkeeper,"Mar 26, 1992 ",32,Spain,Spain,,,,,,Spain,,,,
1.0,Jon Andoni Azpillaga,Goalkeeper,"Aug 12, 1992 ",31,Spain,Spain,Mutriku,,"1,86",,,Spain,,,,
,José Mari Rodelgo,Goalkeeper,"Apr 23, 1992 ",32,Spain,Spain,La Villa de Don Fadrique,,,,,Spain,,,,
,Hueto,Goalkeeper,"Jul 20, 1992 ",31,Spain,Spain,Malaga,,,,,Spain,,,,
,Alberto Cavero,Goalkeeper,"Oct 30, 1992 ",31,Spain,Spain,San Clemente,,"1,80",,,Spain,,,,
,Eric Alcaraz,Goalkeeper,"May 1, 1992 ",32,Spain,Spain,Barcelona,,"1,79",,,Spain,,,,
,Gilen Gabilondo,Goalkeeper,"Jan 28, 1992 ",32,Spain,Spain,San Sebastian,,"1,90",,,Spain,,,,
,Pablo Herrero,Goalkeeper,"Sep 1, 1992 ",31,Spain,Spain,Torrelavega,,"1,80",,,Spain,,,,
,Christian Cabrera,Goalkeeper,"Sep 8, 1992 ",31,Spain,Spain,Cordoba,,"1,91",,,Spain,,,,
,Pablo Coronado,Goalkeeper,"Jul 21, 1992 ",31,Spain,Spain,Valencia,,"1,86",,,Spain,,,,
,Iñaki Zarate,Goalkeeper,"Jan 15, 1992 ",32,Spain,Spain,Plentzia,,,,,Spain,,,,
,Javi González,Goalkeeper,"Mar 31, 1992 ",32,Spain,Spain,Parla,,"1,83",,,Spain,,,,
,Marcos Mataix,Goalkeeper,"Feb 25, 1992 ",32,Spain,Spain,Alcoy,,"1,84",,,Spain,,,,
,Carlos Castarnado,Goalkeeper,"Dec 26, 1992 ",31,Spain,Spain,Mataro,,,,,Spain,,,,
1.0,Rafa de Diego,Goalkeeper,"Jun 23, 1992 ",32,Spain,Spain,Oviedo,,,,,Spain,,,,
,Oscar Retana,Goalkeeper,"Jul 7, 1992 ",32,Spain,Spain,Toledo,,,,,Spain,,,,
,Sergio Lara,Goalkeeper,"Oct 22, 1992 ",31,Spain,Spain,Cuenca,,"1,79",,,Spain,,,,
