Number,Name,Position,Date of Birth,Age,Birth Country,Place of Birth,Other Positions,Height
,Terry Desrues,Centre-Back,"May 24, 2001 ",22,France,Ermont,DM,"1,95"
59,Lemuel Ntalu,Centre-Back,"Nov 22, 2001 ",22,France,,LB   DM,"1,85"
5,Noah Crétier,Centre-Back,"Nov 14, 2001 ",22,France,Nice,RB   DM,"1,80"
,Warren Tameghi,Centre-Back,"Jan 21, 2001 ",23,France,,DM,"1,96"
21,Lamine Buhanga,Centre-Back,"Oct 3, 2001 ",22,France,Orsay,CM   DM,"1,88"
,Dylan Scordato,Centre-Back,"Jun 18, 2001 ",22,France,La Ciotat,DM,"1,80"
,Arthur Pontet,Centre-Back,"Mar 29, 2001 ",22,France,Roanne,DM   RB,"1,85"
78,Lucas Martin,Centre-Back,"Jul 6, 2001 ",22,France,Nice,LB,"1,87"
,Karim Beghdadi,Centre-Back,"Apr 7, 2001 ",22,France,Strasbourg,LB,"1,90"
26,Marvin Evouna,Centre-Back,"Apr 6, 2001 ",22,France,Ivry-sur-Seine,DM,"1,90"
,Fouad El Maach,Centre-Back,"Jan 2, 2001 ",23,France,Avignon,DM,"1,88"
,Nathan Fuakala,Centre-Back,"Mar 13, 2001 ",22,France,Roubaix,RB,"1,86"
,Rayane Doucouré,Centre-Back,"Mar 30, 2001 ",22,France,Paris,,"1,85"
4,Allan Bidard,Centre-Back,"Jul 4, 2001 ",22,France,Paris,,"1,80"
,Kenny Mukulayangi,Centre-Back,"Jan 28, 2001 ",23,France,Saint-Denis,DM,"1,94"
,Aubrel Koutsimouka,Centre-Back,"Aug 30, 2001 ",22,France,Sarcelles,LB   DM,"1,85"
14,Adama Fofana,Centre-Back,"Aug 1, 2001 ",22,France,Paris,RB   DM,"1,88"
,Wendell Quinas,Centre-Back,"Jan 9, 2001 ",23,France,Étampes,,"1,88"
,Curtis Fiawoo,Centre-Back,"Feb 19, 2001 ",23,France,Paris,DM,
,Tom Gaston,Centre-Back,"Feb 18, 2001 ",23,France,Bordeaux,RB   DM,"1,88"
,Yaya Sy,Centre-Back,"Oct 25, 2001 ",22,France,Le Havre,,
24,Théo Minard,Centre-Back,"Feb 24, 2001 ",23,France,Créon,DM,"1,81"
,Thomas Coulange,Centre-Back,"May 1, 2001 ",22,France,Tours,,"1,85"
23,Anzo Lesage,Centre-Back,"Jan 9, 2001 ",23,France,Le Mans,DM,"1,85"
23,Castello Lukeba,Centre-Back,"Dec 17, 2002 ",21,France,Lyon,,"1,84"
4,Chrislain Matsima,Centre-Back,"May 15, 2002 ",21,France,Colombes,,"1,93"
6,Étienne Youté Kinkoué,Centre-Back,"Jan 14, 2002 ",22,France,Lyon,,"1,96"
99,Yllan Okou,Centre-Back,"Dec 23, 2002 ",21,France,Poitiers,DM,"1,89"
4,Marvin Tshibuabua,Centre-Back,"Jan 8, 2002 ",22,France,Lyon,,"1,91"
5,Kévin Boma,Centre-Back,"Nov 20, 2002 ",21,France,Poitiers,DM,"1,93"
5,Hady Camara,Centre-Back,"Jan 17, 2002 ",22,France,Paris,RB,"1,90"
,Kessy Coulibaly,Centre-Back,"Aug 16, 2002 ",21,France,Perpignan,,"2,00"
21,Théo Eyoum,Centre-Back,"Jan 7, 2002 ",22,France,Rennes,DM,"1,81"
,Enzo Philibert,Centre-Back,"May 13, 2002 ",21,France,Marseille,DM,"1,88"
,Albin Demouchy,Centre-Back,"May 31, 2002 ",21,France,Dieppe,DM,"1,86"
27,Daylam Meddah,Centre-Back,"Oct 6, 2002 ",21,France,Montivilliers,DM,"1,87"
46,Aaron Kamardin,Centre-Back,"Apr 8, 2002 ",21,France,Marseille,DM,"1,83"
33,Maxime Estève,Centre-Back,"May 26, 2002 ",21,France,Montpellier,,"1,93"
14,Tanguy Nianzou,Centre-Back,"Jun 7, 2002 ",21,France,Paris,DM,"1,91"
12,Hugo Gambor,Centre-Back,"Dec 30, 2002 ",21,France,Blois,DM,"1,86"
14,Billy Koumetio,Centre-Back,"Nov 14, 2002 ",21,France,Villeurbanne,,"1,95"
4,Djamal Moussadek,Centre-Back,"Apr 3, 2002 ",21,France,Le Mans,,"1,85"
19,Naïm Laidouni,Centre-Back,"Sep 24, 2002 ",21,France,,,"1,88"
90,Nassim Innocenti,Centre-Back,"Feb 19, 2002 ",22,France,Crest,LB,"1,87"
4,Felix Irorere,Centre-Back,"Jun 21, 2002 ",21,France,Saint-Denis,,"1,95"
,Robin Voisine,Centre-Back,"Apr 7, 2002 ",21,France,Nantes,,"1,88"
4,Reda Benchaa,Centre-Back,"Mar 12, 2002 ",21,France,Le Blanc-Mesnil,,"1,89"
48,Ahmed Sidibé,Centre-Back,"Feb 10, 2002 ",22,France,Villeneuve-Saint-Georges,DM   CM,"1,89"
,Nicksoen Gomis,Centre-Back,"Mar 15, 2002 ",21,France,Évreux,DM,"1,85"
,Samy Piller,Centre-Back,"Mar 10, 2002 ",21,France,Chambéry,RB,"1,83"
34,Hichem Khoutri,Centre-Back,"May 16, 2002 ",21,France,Croix,RB,"1,88"
29,Dagui Paviot,Centre-Back,"Jun 15, 2002 ",21,France,Saint-Dizier,DM,"1,89"
,Moussa Kanoute,Centre-Back,"Jun 7, 2002 ",21,France,,RB,"1,82"
15,Alex Dieng,Centre-Back,"Oct 22, 2002 ",21,France,,,"1,87"
,Jules Batelli,Centre-Back,"Jun 13, 2002 ",21,France,Amiens,,
,Brandon Chavalle,Centre-Back,"Jun 18, 2002 ",21,France,Marseille,,"1,91"
,Idris Ahamada,Centre-Back,"May 2, 2002 ",21,France,Marseille,RB,"1,85"
4,Baraka Sidibé,Centre-Back,"Jun 23, 2002 ",21,France,Montreuil,DM,"1,97"
,Jules Laurent,Centre-Back,"Nov 19, 2002 ",21,France,,,
,Hakim Benhalima,Centre-Back,"Apr 10, 2002 ",21,France,,LB,
,Paul Empunda Ndjoku,Centre-Back,"May 1, 2002 ",21,France,Le Mans,DM,"1,93"
,Mahamadou Cissé,Centre-Back,"Jan 15, 2002 ",22,France,Ivry-Sur-Seine,LB,"1,90"
34,Sohaib Nair,Centre-Back,"Apr 23, 2002 ",21,France,Saint-Denis,,"1,86"
,Théo Pionnier-Bertrand,Centre-Back,"Jan 21, 2002 ",22,France,Gap,DM,"1,83"
4,Jean-Philippe Célestin,Centre-Back,"Dec 10, 2002 ",21,France,Paris,,"1,90"
,Baran Okutan,Centre-Back,"Aug 13, 2002 ",21,France,Metz,,"1,92"
,Mohamed Zakaria Khairane,Centre-Back,"Oct 30, 2002 ",21,France,Noisy-Le-Grand,RB,"1,90"
6,Noé Bijou,Centre-Back,"Jun 22, 2002 ",21,France,Nancy,,
,Jason Peyronnet,Centre-Back,"Oct 24, 2002 ",21,France,Alès,RB,
4,Clarence Coynault-Loriot,Centre-Back,"Mar 25, 2002 ",21,France,Créteil,DM,"1,95"
,Evan Costa,Centre-Back,"Apr 30, 2002 ",21,France,Saint-Maurice,DM,
,Jalil Yebka,Centre-Back,"May 1, 2002 ",21,France,Nice,,"1,84"
,Gagny Keita,Centre-Back,"Jul 21, 2002 ",21,France,Corbeil-Essonnes,,"1,78"
,Hamza Boudjemaa,Centre-Back,"Jun 15, 2002 ",21,France,Évry,,"1,87"
,Emmanuel Nidoy,Centre-Back,"Jul 28, 2002 ",21,France,Suresnes,RB,"1,82"
,Nassim Akki,Centre-Back,"Mar 22, 2002 ",21,France,Reims,,
,El Omar Fardi,Centre-Back,"Apr 22, 2002 ",21,France,Marseille,,"1,84"
,Kenny Oun,Centre-Back,"Jul 5, 2002 ",21,France,Vénissieux,,"1,83"
,Souleymane Faye,Centre-Back,"Mar 29, 2002 ",21,France,Marcq-en-Barœul,LB,"1,89"
13,Julien Lomboto,Centre-Back,"May 13, 2002 ",21,France,Amiens,DM,"1,92"
,Amine Azzabi,Centre-Back,"Dec 15, 2002 ",21,France,Nîmes,RB,"1,80"
,Tom Penault,Centre-Back,"Jan 26, 2002 ",22,France,,LB,"1,85"
,Tony Algrin,Centre-Back,"Feb 9, 2002 ",22,France,Draguignan,,"1,91"
2,Mattéo Commaret,Centre-Back,"Jan 2, 2002 ",22,France,Chalon-sur-Saône,RB,"1,84"
24,Lassana Sylla,Centre-Back,"Jul 2, 2002 ",21,France,Saint-Quentin,DM,"1,84"
,Abdel Yessoufou,Centre-Back,"Sep 6, 2002 ",21,France,Paris,,"1,92"
,Maël Haise,Centre-Back,"Mar 30, 2002 ",21,France,Laval,RB   LB,"1,91"
17,Paul Terrien,Centre-Back,"Jan 17, 2002 ",22,France,Saint-Herblain,LB,
,Enzo Lamrani,Centre-Back,"Apr 30, 2002 ",21,France,,,"1,85"
,Owen Bankolwski,Centre-Back,"Aug 22, 2002 ",21,France,Saint-Priest,,
,Brice Negouai,Centre-Back,"Feb 17, 2002 ",22,France,Villeurbanne,,"1,85"
24,Yanis Dede-Lhomme,Centre-Back,"Jun 13, 2002 ",21,France,Sarcelles,LB,"1,84"
,Demba Yatera,Centre-Back,"Jun 8, 2002 ",21,France,Meulan-en-Yvelines,,"1,83"
66,Johan Morel,Centre-Back,"May 4, 2002 ",21,France,Boulogne-sur-Mer,,
,Noah Mulumba,Centre-Back,"Mar 5, 2002 ",21,France,,DM,"1,85"
40,Milan Mbeng,Centre-Back,"Apr 6, 2002 ",21,France,Condé-sur-l'Escaut,,"1,82"
,Mattéo Veillon,Centre-Back,"Mar 1, 2002 ",22,France,Poitiers,DM,"1,87"
,Nassim Ranem,Centre-Back,"Sep 20, 2002 ",21,France,Toulouse,,"1,91"
33,Ehsan Kari,Centre-Back,"May 17, 2002 ",21,France,Saint-Raphaël,DM,"1,87"
,Noor Arabat,Centre-Back,"Feb 4, 2002 ",22,France,Paris,DM,"1,90"
5,Dann Banzuzi,Centre-Back,"Feb 8, 2002 ",22,France,Compiègne,,"1,88"
,Brieg Le Bars,Centre-Back,"Feb 6, 2002 ",22,France,Saint-Aaron,DM,"1,86"
,Habib Ouhafsa,Centre-Back,"Jul 16, 2002 ",21,France,Millau,RB   LB,
,Yann Kembo,Centre-Back,"Mar 20, 2002 ",21,France,Le Mans,LB   DM,"1,96"
,Bilal Koffi,Centre-Back,"Apr 2, 2002 ",21,France,Laval,,"1,81"
,Riad Tahar,Centre-Back,"Mar 7, 2002 ",21,France,Vaulx-en-Velin,RB,"1,84"
,Jules Foucault,Centre-Back,"Feb 21, 2002 ",22,France,Senlis,,
29,Ismaël Doukouré,Centre-Back,"Jul 24, 2003 ",20,France,Lille,DM   RB,"1,83"
95,Isaak Touré,Centre-Back,"Mar 28, 2003 ",20,France,Gonesse,,"2,06"
22,Tanguy Zoukrou,Centre-Back,"May 7, 2003 ",20,France,Le Chesnay,,"1,89"
29,Ousmane Camara,Centre-Back,"Mar 6, 2003 ",20,France,Paris,DM,"1,97"
49,Sahmkou Camara,Centre-Back,"Jun 10, 2003 ",20,France,Paris,RB,"1,93"
5,Jordan Poha,Centre-Back,"Jul 8, 2003 ",20,France,Nogent-sur-Marne,,"2,02"
29,Oussmane Kebe,Centre-Back,"Apr 28, 2003 ",20,France,Paris,LB,"1,83"
19,Franci Bouebari,Centre-Back,"Sep 12, 2003 ",20,France,Strasbourg,,"1,84"
44,Josué Escartin,Centre-Back,"Mar 21, 2003 ",20,France,Fleury-les-Aubrais,,"1,93"
,Melvin Rémy,Centre-Back,"Jul 19, 2003 ",20,France,,,"1,86"
2,Redouane Halhal,Centre-Back,"Mar 5, 2003 ",20,France,Montpellier,RB   LB,"1,87"
,Jason Ngouabi,Centre-Back,"Jan 16, 2003 ",21,France,Meulan,DM,"1,97"
,Nathan Falconnier,Centre-Back,"Jun 26, 2003 ",20,France,Annemasse,RB   DM,"1,92"
88,Soungoutou Magassa,Centre-Back,"Oct 8, 2003 ",20,France,Stains,DM   CM,"1,88"
44,Soumaïla Coulibaly,Centre-Back,"Oct 14, 2003 ",20,France,Montfermeil,,"1,91"
95,Cheick Keita,Centre-Back,"Apr 2, 2003 ",20,France,Champigny-sur-Marne,RB,"1,85"
62,Lenny Lacroix,Centre-Back,"Feb 6, 2003 ",21,France,Strasbourg,,"1,86"
4,Junior Diaz,Centre-Back,"Jul 23, 2003 ",20,France,Saint-Herblain,DM,"1,93"
55,Félix Nzouango,Centre-Back,"Jan 7, 2003 ",21,France,Creil,,"1,88"
6,Justin Smith,Centre-Back,"Feb 4, 2003 ",21,France,Paris,CM   DM,"1,89"
94,Ange Caumenan N'Guessan,Centre-Back,"Sep 1, 2003 ",20,France,Paris,,"1,87"
4,Tijany Atallah,Centre-Back,"Mar 12, 2003 ",20,France,Muret,DM   RB,"1,79"
,Ebenezer Ngardial,Centre-Back,"Jan 30, 2003 ",21,France,Orsay,DM   CB,"1,97"
29,Hubert Mbuyi-Muamba,Centre-Back,"Apr 29, 2003 ",20,France,Montfermeil,,"1,90"
,Brian Silva,Centre-Back,"Jun 2, 2003 ",20,France,Saint-Ouen,DM,"1,93"
,Beres Owusu,Centre-Back,"Sep 19, 2003 ",20,France,Paris,,
,Byani Mpata Lama,Centre-Back,"Nov 5, 2003 ",20,France,Ivry-sur-Seine,LB,"1,78"
,Baptiste Rolland,Centre-Back,"Jan 14, 2003 ",21,France,Seclin,,"1,86"
23,Marlone Foubert-Jacquemin,Centre-Back,"Mar 5, 2003 ",20,France,Lyon,CM,"1,87"
,Moustapha Ba,Centre-Back,"Jan 29, 2003 ",21,France,,DM,"1,85"
,Idris Mohamed,Centre-Back,"Nov 25, 2003 ",20,France,Aix-en-Provence,DM   CM,"1,94"
,Enzo Balenga Nsombi,Centre-Back,"May 15, 2003 ",20,France,Montreuil,,
,Romain Dubosclard,Centre-Back,"Jun 24, 2003 ",20,France,Clermont-Ferrand,,
,Lucas Bitzberger,Centre-Back,"Mar 12, 2003 ",20,France,Ajaccio,,
5,Nohim Chibani,Centre-Back,"Oct 6, 2003 ",20,France,,,"1,89"
,Maramadou Kaba,Centre-Back,"Aug 24, 2003 ",20,France,Nancy,DM,"1,86"
,Chaïb Lahmer,Centre-Back,"Jul 7, 2003 ",20,France,Paris,DM,"1,80"
,Ismaël Sanchis,Centre-Back,"May 23, 2003 ",20,France,,,"1,91"
19,Reda Ergouai,Centre-Back,"Jun 14, 2003 ",20,France,Montpellier,,"1,87"
32,Nielsen Luzein,Centre-Back,"Mar 15, 2003 ",20,France,Longjumeau,,"1,89"
2,Zinedine Sassi,Centre-Back,"Aug 4, 2003 ",20,France,,,"1,89"
,Guylian Zouma,Centre-Back,"Dec 12, 2003 ",20,France,Lyon,,"1,84"
,Mohamed Derrou,Centre-Back,"Jun 22, 2003 ",20,France,Paris,,"1,87"
,Axel Couturier,Centre-Back,"Feb 19, 2003 ",21,France,,CM   LM,"1,85"
,Nathan Bourdin,Centre-Back,"Sep 15, 2003 ",20,France,Blois,,
12,Kilian Ngoumou,Centre-Back,"Mar 4, 2003 ",20,France,Cholet,DM,"1,91"
4,Léandro Gomes,Centre-Back,"Jun 3, 2003 ",20,France,,,"1,89"
,Sidi Lamin Helal,Centre-Back,"Jun 20, 2003 ",20,France,Toulouse,,
,Ianis Polla Boyom,Centre-Back,"Jul 28, 2003 ",20,France,Caen,,"1,87"
,Hugo Aubourg,Centre-Back,"Feb 3, 2003 ",21,France,,DM,
13,Niels Lellouch,Centre-Back,"Jun 1, 2003 ",20,France,Marseille,DM,"1,94"
,Sami Lachekar,Centre-Back,"Jan 10, 2003 ",21,France,Villepinte,RB,"1,85"
,François Theron,Centre-Back,"Apr 23, 2003 ",20,France,Saint-Martin-Boulogne,,"1,87"
,Djibril Lamego,Centre-Back,"Feb 25, 2003 ",21,France,Saint-Denis,,
5,Léni Hagist,Centre-Back,"Jul 20, 2003 ",20,France,Mulhouse,,"1,90"
31,Grégory Kelo,Centre-Back,"Sep 3, 2003 ",20,France,Sèvres,DM,"1,90"
,Théo Loridan,Centre-Back,"Apr 9, 2003 ",20,France,Grande-Synthe,RB   DM,"1,85"
,Philippe Kiwakana,Centre-Back,"Mar 26, 2003 ",20,France,Pontoise,,"1,84"
,Matthieu Cuirassier,Centre-Back,"Jan 18, 2003 ",21,France,Montivilliers,,
,Enzo Couto,Centre-Back,"Jul 14, 2003 ",20,France,Cormeilles-en-Parisis,LB,
,Valentin Poreye,Centre-Back,"Feb 1, 2003","Feb 1, 2003",France,Lille,,
,Cyril Revel,Centre-Back,"May 18, 2003 ",20,France,Paris,DM,
,Sadio Dembélé,Centre-Back,"Mar 20, 2003 ",20,France,Clichy-la-Garenne,,
,Baptiste Auvray,Centre-Back,"May 26, 2003 ",20,France,,DM,"1,92"
4,Ryad Hrich,Centre-Back,"Mar 6, 2003 ",20,France,,,
,Assad Maoulida,Centre-Back,"Apr 9, 2003 ",20,France,Lyon,,"1,85"
,Ange Bailly,Centre-Back,"Jul 28, 2003 ",20,France,Paris,,
39,J-Renson Ebengue,Centre-Back,"Jan 9, 2003 ",21,France,Paris,DM,"1,91"
5,Zakary Lamgahez,Centre-Back,"Apr 8, 2003 ",20,France,Nîmes,DM   RB,"1,85"
17,Noah Zilliox,Centre-Back,"Mar 17, 2003 ",20,France,Haguenau,RB   LB,"1,71"
23,Melvin Bachelet,Centre-Back,"May 23, 2003 ",20,France,Le Havre,LB,"1,85"
,Vincent Glandus,Centre-Back,"Jun 25, 2003 ",20,France,Cannes,,"1,87"
,Marley Felix,Centre-Back,"Jan 2, 2003 ",21,France,Vaulx-en-Velin,,"1,82"
12,Yanis El Madi,Centre-Back,"May 6, 2003 ",20,France,Angoulême,LB,"1,85"
,Thomas Ghalem,Centre-Back,"Aug 13, 2003 ",20,France,Montpellier,RB   LB,"1,86"
5,Adam Dihad,Centre-Back,"Mar 1, 2003 ",21,France,Charleville-Mézières,RB,
,Marco Torres,Centre-Back,"Feb 18, 2003 ",21,France,Rouen,DM,"1,88"
,Lucas Kouao,Centre-Back,"Aug 5, 2003 ",20,France,Vierzon,,
61,Brahim Traoré,Centre-Back,"Feb 4, 2004 ",20,France,Rennes,DM   CM,"1,91"
50,Axel Guessand,Centre-Back,"Nov 6, 2004 ",19,France,Schiltigheim,,"1,92"
,Rudy Kohon,Centre-Back,"May 23, 2004 ",19,France,Paris,,"1,87"
,Yakine Said M'Madi,Centre-Back,"Mar 11, 2004 ",19,France,Marseille,,"1,84"
34,Yannis Nahounou,Centre-Back,"May 16, 2004 ",19,France,Meaux,,"1,93"
37,Eric N'Jo,Centre-Back,"Jun 1, 2004 ",19,France,Sens,RB,"1,95"
28,Kévin Mercier,Centre-Back,"Feb 28, 2004 ",20,France,Paris,,
6,Clinton Nsiala,Centre-Back,"Jan 17, 2004 ",20,France,Rennes,DM,"1,82"
,Nathan Cruce-Corcy,Centre-Back,"Mar 22, 2004 ",19,France,Reims,DM   CM,"1,97"
,Lenny Manisa,Centre-Back,"Feb 4, 2004 ",20,France,Pabu,,"1,86"
,Yacine Gaya,Centre-Back,"Nov 15, 2004 ",19,France,Bondy,LB,"1,84"
,Malcolm Rangon,Centre-Back,"Feb 21, 2004 ",20,France,Lyon,DM,"1,85"
4,Mardoché Bulala Manoka,Centre-Back,"Dec 17, 2004 ",19,France,,RB,
25,Yoan Koré,Centre-Back,"Nov 16, 2004 ",19,France,Bourg-la-Reine,RB,"1,87"
4,Nehemiah Fernandez,Centre-Back,"Dec 11, 2004 ",19,France,Stains,,"1,84"
94,Loup-Diwan Gueho,Centre-Back,"May 24, 2004 ",19,France,Bourg-la-Reine,,"1,89"
,Téo Allix,Centre-Back,"Jul 5, 2004 ",19,France,Montpellier,,"1,83"
34,Jason Gnakpa,Centre-Back,"Apr 1, 2004 ",19,France,Clamart,,"1,87"
3,Younes El Hannach,Centre-Back,"Jun 4, 2004 ",19,France,Poissy,DM,"1,81"
55,Noah Baudouin,Centre-Back,"Mar 5, 2004 ",19,France,,,"1,87"
,Madiou Keita,Centre-Back,"Aug 29, 2004 ",19,France,,LB,"1,89"
5,Aurélien Pelon,Centre-Back,"May 6, 2004 ",19,France,La Roche-sur-Yon,,"1,86"
,Morré Makadji,Centre-Back,"Mar 2, 2004 ",19,France,,LB,"1,87"
91,Mouhamed Souare,Centre-Back,"Sep 19, 2004 ",19,France,Clermont-Ferrand,LB   CM,"1,90"
5,Noham Abdellaoui,Centre-Back,"Mar 15, 2004 ",19,France,Saint-Étienne,,
,Sekou Fofana,Centre-Back,"Jan 13, 2004 ",20,France,Saint-Denis,,
,Vally Bakayoko,Centre-Back,"Sep 7, 2004 ",19,France,Villeurbanne,,
,Izak Akakpo,Centre-Back,"Feb 28, 2004 ",20,France,Châteauroux,,"1,88"
,Mehdi El Khalfioui,Centre-Back,"Apr 27, 2004 ",19,France,Ajaccio,,"1,90"
,Luidgi Leon,Centre-Back,"Mar 1, 2004 ",20,France,,,
,Yoann Dumay,Centre-Back,"Aug 1, 2004 ",19,France,Strasbourg,RB,
,Mohamed Sylla,Centre-Back,"Jan 30, 2004 ",20,France,Aubervilliers,DM,"1,91"
,Kanfory Dramé,Centre-Back,"Mar 23, 2004 ",19,France,Lagny-sur-Marne,,
,Luis Brémaud,Centre-Back,"Jan 27, 2004 ",20,France,Angers,DM,"1,80"
,Gabin Blancquart,Centre-Back,"Feb 28, 2004 ",20,France,Leers,,"1,92"
,Gloire Bunga Capitao,Centre-Back,"Feb 4, 2004 ",20,France,,DM   RB,"1,80"
,Dejan Kuzmanovic,Centre-Back,"Feb 18, 2004 ",20,France,Lyon,,"1,83"
,Jules Bery,Centre-Back,"Jan 24, 2004 ",20,France,Blois,,
,Marceau Apperry,Centre-Back,"Apr 3, 2004 ",19,France,Rennes,,
,Rayanne Fabre,Centre-Back,"Jul 18, 2004 ",19,France,Beynost,,"1,84"
,Nathan Besse,Centre-Back,"Feb 18, 2004 ",20,France,Bordeaux,,"1,89"
,Soumaela Traoré,Centre-Back,"Aug 1, 2004 ",19,France,Juvisy-sur-Orge,DM,"1,89"
,Launy Lozama,Centre-Back,"May 1, 2004 ",19,France,Marseille,LB   RB,"1,77"
,Ahmed Djime,Centre-Back,"Sep 24, 2004 ",19,France,,RB,"1,86"
,Kévin Foleu-Tene,Centre-Back,"Feb 2, 2004 ",20,France,Créteil,,"1,85"
,Romain Jannequin,Centre-Back,"Apr 19, 2004 ",19,France,Saint-Martin-Boulogne,,
,Ange Chiesa,Centre-Back,"May 10, 2004 ",19,France,Évry,,"1,93"
,Loïc Breton,Centre-Back,"May 20, 2004 ",19,France,Tours,,"1,84"
,Moïse David,Centre-Back,"Oct 20, 2004 ",19,France,Montivilliers,DM,"1,84"
,Lucas Rousseau,Centre-Back,"Jun 11, 2004 ",19,France,Lyon,DM,"1,82"
15,Leny Yoro,Centre-Back,"Nov 13, 2005 ",18,France,Saint-Maurice,,"1,90"
29,Mamadou Sarr,Centre-Back,"Aug 29, 2005 ",18,France,Martigues,,"1,94"
,Ritchy Valme,Centre-Back,"Feb 3, 2005 ",19,France,Gonesse,,
,Ousmane Touré,Centre-Back,"Feb 18, 2005 ",19,France,Lille,RB,"1,87"
,Yassine Dridi,Centre-Back,"Jan 4, 2005 ",19,France,Nice,RB,"1,88"
25,Steven Baseya,Centre-Back,"Jan 14, 2005 ",19,France,Longjumeau,,
,Noah Halford,Centre-Back,"Jan 2, 2005 ",19,France,Voiron,,"1,92"
,Jawad Dhifallah,Centre-Back,"Jul 24, 2005 ",18,France,Soisy-sous-Montmorency,RB   DM,"1,86"
,Philippe Nkouka,Centre-Back,"Feb 13, 2005 ",19,France,Paris,,"1,89"
,Sakhalou Niakaté,Centre-Back,"Nov 18, 2005 ",18,France,Paris,,"1,79"
,Thomas Gardères Caillon,Centre-Back,"May 2, 2005 ",18,France,Bordeaux,,"1,85"
,Esteban Moreira,Centre-Back,"Feb 20, 2005 ",19,France,Nancy,,
,Enzo Lamarre,Centre-Back,"Jan 18, 2005 ",19,France,Montreuil,DM   LB,"1,85"
5,El Chadaille Bitshiabu,Centre-Back,"May 16, 2005 ",18,France,Villeneuve-Saint-Georges,DM   LB,"1,96"
44,Nathan Zeze,Centre-Back,"Jun 18, 2005 ",18,France,Nantes,,"1,90"
13,Christian Mawissa,Centre-Back,"Apr 18, 2005 ",18,France,Saint-Jean-de-Verges,RB   LB,"1,80"
,Anthony Khelifa,Centre-Back,"Sep 20, 2005 ",18,France,Marseille,,
97,Jérémy Jacquet,Centre-Back,"Jul 13, 2005 ",18,France,Bondy,,"1,88"
,Yoni Gomis,Centre-Back,"Sep 23, 2005 ",18,France,Saint-Aubin-lès-Elbeuf,DM,"1,86"
,Junior Essengue,Centre-Back,"Aug 9, 2005 ",18,France,Paris 10e,LB,"1,89"
,Joyce Mazila,Centre-Back,"May 1, 2005 ",18,France,Rouen,,
,Abdessalem Khelifi,Centre-Back,"Dec 27, 2005 ",18,France,Rouen,,
,Tom Ossart,Centre-Back,"Dec 2, 2005 ",18,France,Amiens,,
,Guy-Emmanuel N'Guessan,Centre-Back,"May 15, 2005 ",18,France,Nancy,,
,Paco Mathis,Centre-Back,"Sep 4, 2005 ",18,France,Poitiers,,"1,77"
,Mattéo Pothonnier,Centre-Back,"Feb 25, 2005 ",19,France,Orléans,LB,"1,83"
,Adama Timera,Centre-Back,"Apr 9, 2005 ",18,France,Nanterre,,"1,84"
,Kenny Yedmel,Centre-Back,"Apr 16, 2005 ",18,France,Clamart,LB,"1,87"
,Danyl Chagour,Centre-Back,"Jun 26, 2005 ",18,France,Marseille,,"1,78"
,Nguedy Thiam,Centre-Back,"Jan 28, 2005 ",19,France,,LB,"1,88"
,Gabin Mazeyrat,Centre-Back,"May 11, 2005 ",18,France,Beaumont,,"1,87"
,Jean-Michel Dalberant,Centre-Back,"Feb 12, 2005 ",19,France,,RB,"1,85"
,Ethan Bagbonon,Centre-Back,"Jul 18, 2005 ",18,France,Drancy,DM,"1,85"
,Demba N'Diaye,Centre-Back,"Aug 18, 2005 ",18,France,Vaulx-en-Velin,,
,Maxence Gateau,Centre-Back,"Feb 6, 2005 ",19,France,Narbonne,,"1,80"
,Lucas Boulmot,Centre-Back,"Jan 12, 2005 ",19,France,Évry-Courcouronnes,,
,El Asrar Mohamed,Centre-Back,"Jun 11, 2005 ",18,France,Marseille,DM,
,Ilan Thobor,Centre-Back,"Jan 1, 2005 ",19,France,Melun,,
,Rafael Ranschaert,Centre-Back,"Nov 14, 2005 ",18,France,Lambres-lez-Douai,,"1,82"
,Mehdi Tenniche,Centre-Back,"May 9, 2005 ",18,France,,RB,
,Terry Obambi-Andoh,Centre-Back,"Jul 16, 2005 ",18,France,Rouen,,
,Aymeric Moreau,Centre-Back,"Jul 2, 2005 ",18,France,Rennes,,
,Joan Tshiabu,Centre-Back,"Dec 21, 2005 ",18,France,Paris,,
,Lilian Coponat,Centre-Back,"Jul 20, 2005 ",18,France,Décines-Charpieu,,
,Antonin Moisdon,Centre-Back,"Apr 25, 2005 ",18,France,La Roche-sur-Yon,,"1,85"
,Haïssam Ghares,Centre-Back,"Nov 7, 2005 ",18,France,Blois,,"1,93"
,Yassin Haoui,Centre-Back,"Jan 25, 2005 ",19,France,Laval,DM,
,Eden Gassama,Centre-Back,"Jul 26, 2005 ",18,France,Évry,,"1,88"
,Aboubaka Soumahoro,Centre-Back,"Feb 4, 2005 ",19,France,Paris,,
93,Philippe Lanquetin,Centre-Back,"Feb 21, 2005 ",19,France,Orsay,,"1,88"
,Tarek Issaoui,Centre-Back,"Sep 23, 2005 ",18,France,Poissy,DM,"1,86"
,Ewen Tondeux,Centre-Back,"Apr 3, 2005 ",18,France,Rennes,,
,Mathéo Konan,Centre-Back,"Jun 10, 2005 ",18,France,Toulouse,,
,Luzolo Vangi Vungele,Centre-Back,"Aug 8, 2005 ",18,France,Ivry-sur-Seine,,
,Tom Akpakoun,Centre-Back,"Apr 22, 2005 ",18,France,Nîmes,,
